allocation_id,lesson_id,lesson_no,title_fr_official,category_code,subcategory_code,question_type_id,question_type_code,cognitive_level,compatibility_status,conditional_guardrail_required,lesson_target_full,target_full,target_expanded,target_mvp,base_share_pct,compatibility_factor,target_status,allocation_note_fa,allocation_policy_version,stage4_capacity_model,recovery_version
04e4d230-41ff-576d-adcd-3e0f869fdc39,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,CAT01,SUB01,d925f39a-26df-5760-8581-4e1577d0afb3,FR_TO_FA,RECALL,ALLOWED,False,252,6,3,2,4.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
87148f2a-a2c6-5bd8-bc32-3bc395e78ed8,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,CAT01,SUB01,eb413534-d902-573b-860e-7f0e219c7e51,FA_TO_FR,APPLICATION,ALLOWED,False,252,9,4,2,4.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
70864fa9-30f6-541c-8ede-cdc799c95d96,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,CAT01,SUB01,5bf2c002-80ba-5784-bcec-9f852d0e3b91,DIALOGUE_COMPLETE,APPLICATION,PREFERRED,False,252,31,16,8,8.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
a14af88c-e689-5f1e-af0c-48ebff352ede,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,CAT01,SUB01,45b6af11-30d8-5189-89b9-210478143d49,REGISTER_CHOICE,DISCRIMINATION,PREFERRED,False,252,9,5,2,3.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
763b972a-5990-5416-b7bd-bf9cf764a23c,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,CAT01,SUB01,fce34dfe-f5ca-5be6-8d2b-254d546e745a,CONTRAST_RULES,DISCRIMINATION,PREFERRED,False,252,27,13,7,9.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
9d81bbff-0313-5045-84df-959acd22ff5f,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,SUB14,e9f1df52-d4b8-5e27-a3fb-c7301f53be50,CLOZE_SINGLE,RECALL,PREFERRED,False,209,24,12,6,10.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
ebc34e9f-47ff-5c7d-8e2f-5f2168962fd6,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,SUB14,32374c7b-9284-562f-8bcd-c3bbcad6728f,CLOZE_CONTEXT,APPLICATION,PREFERRED,False,209,35,18,9,11.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
2cf3e0b0-b2ad-515d-b903-d724b7a3e0cc,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,SUB14,21ebada3-ac9a-519a-a0b1-58a57ba7e9c9,CORRECT_SENTENCE,DISCRIMINATION,PREFERRED,False,209,20,10,5,9.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
40760959-60fd-5112-8f62-5b38d3526497,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,SUB14,a2fbc3d0-466a-5e81-bfdd-376ec6796aae,INCORRECT_SENTENCE,DISCRIMINATION,PREFERRED,False,209,15,8,4,7.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
39b10403-a001-571c-9349-142779a9fdd1,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,SUB14,646c0bc6-2722-50af-b7c9-ae0657805553,ERROR_LOCATION,DISCRIMINATION,PREFERRED,False,209,11,6,3,5.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
ffe1d205-4654-586c-8a84-73772267df38,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,SUB14,bd178d4e-0325-51b4-9c06-8040893e4437,CONJUGATION,RECALL,NOT_SUITABLE,False,209,0,0,0,6.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
87365961-2ac5-565b-b9bd-cc2d71592847,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,SUB14,8fb82828-73d5-573a-8ccd-7d165372beab,TENSE_CHOICE,APPLICATION,NOT_SUITABLE,False,209,0,0,0,6.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
21e1fe60-b431-5360-be6d-de4732850d4e,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,SUB14,b6e57a62-931c-5b3f-8aff-dafe096d5d65,PRONOUN_CHOICE,APPLICATION,PREFERRED,False,209,16,8,4,5.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
e3f526e9-6da6-56e2-a1d4-5245a9694710,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,SUB14,080bebd0-8e3d-51e9-ad82-13c256bc513a,PREPOSITION_CHOICE,APPLICATION,NOT_SUITABLE,False,209,0,0,0,5.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
287cb1b5-de9c-54f3-8480-eeb3dfec3226,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,SUB14,e7c92ba5-b1c8-5672-b377-08c7a1641350,REWRITE_EQUIV,DISCRIMINATION,ALLOWED,False,209,10,5,2,8.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
efb7eec1-f51a-5064-8f4c-f5a7aaa58b10,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,SUB14,d925f39a-26df-5760-8581-4e1577d0afb3,FR_TO_FA,RECALL,ALLOWED,False,209,18,9,4,4.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
91e23179-fadd-58ad-818b-f54d33865cf6,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,SUB14,eb413534-d902-573b-860e-7f0e219c7e51,FA_TO_FR,APPLICATION,ALLOWED,False,209,7,3,2,4.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
061ade02-e656-5132-8e34-e41bf45e26c5,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,SUB14,5bf2c002-80ba-5784-bcec-9f852d0e3b91,DIALOGUE_COMPLETE,APPLICATION,PREFERRED,False,209,26,13,6,8.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
f3541d5a-bfd6-5210-b4d4-79edce42bb37,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,SUB14,45b6af11-30d8-5189-89b9-210478143d49,REGISTER_CHOICE,DISCRIMINATION,PREFERRED,False,209,7,3,2,3.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
c77a4f30-a17c-5827-b141-655b7bf78447,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,SUB14,fce34dfe-f5ca-5be6-8d2b-254d546e745a,CONTRAST_RULES,DISCRIMINATION,PREFERRED,False,209,20,10,5,9.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
825d1fb4-10fb-5e4a-b60e-ab5de69163c4,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,SUB23,e9f1df52-d4b8-5e27-a3fb-c7301f53be50,CLOZE_SINGLE,RECALL,PREFERRED,False,248,28,14,7,10.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
f56178ef-4f6f-59b5-8102-d46ddaf1091b,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,SUB23,32374c7b-9284-562f-8bcd-c3bbcad6728f,CLOZE_CONTEXT,APPLICATION,PREFERRED,False,248,46,23,12,11.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
8a718427-ce31-59f9-b1c8-da6d782c792e,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,SUB23,21ebada3-ac9a-519a-a0b1-58a57ba7e9c9,CORRECT_SENTENCE,DISCRIMINATION,PREFERRED,False,248,24,12,6,9.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
ac58aa9a-2730-5f47-b903-959a4d2bf643,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,SUB23,a2fbc3d0-466a-5e81-bfdd-376ec6796aae,INCORRECT_SENTENCE,DISCRIMINATION,PREFERRED,False,248,18,9,5,7.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
18dc60a5-ae15-5d26-9039-dbf371e0f09a,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,SUB23,646c0bc6-2722-50af-b7c9-ae0657805553,ERROR_LOCATION,DISCRIMINATION,PREFERRED,False,248,13,6,3,5.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
9900f8b8-63ef-54ad-9285-da32dc93c6e5,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,SUB23,bd178d4e-0325-51b4-9c06-8040893e4437,CONJUGATION,RECALL,NOT_SUITABLE,False,248,0,0,0,6.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
35fdc51e-22d1-55d4-8503-d9b7dd3b110e,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,SUB23,8fb82828-73d5-573a-8ccd-7d165372beab,TENSE_CHOICE,APPLICATION,NOT_SUITABLE,False,248,0,0,0,6.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
00eb59ad-80b5-5569-b691-fbe2d09b1b2e,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,SUB23,b6e57a62-931c-5b3f-8aff-dafe096d5d65,PRONOUN_CHOICE,APPLICATION,ALLOWED,False,248,11,6,3,5.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
5c609237-3c59-5c12-8056-0800c1029c5c,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,SUB23,080bebd0-8e3d-51e9-ad82-13c256bc513a,PREPOSITION_CHOICE,APPLICATION,NOT_SUITABLE,False,248,0,0,0,5.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
3fc4e047-cc0c-5a64-a1d0-f109a1415ab6,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,SUB23,e7c92ba5-b1c8-5672-b377-08c7a1641350,REWRITE_EQUIV,DISCRIMINATION,PREFERRED,False,248,21,10,5,8.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
a320a0f3-efbd-509b-a4af-363eaae2723f,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,SUB23,d925f39a-26df-5760-8581-4e1577d0afb3,FR_TO_FA,RECALL,ALLOWED,False,248,22,11,5,4.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
80604997-f523-5a6c-a28d-37b30e0f6e8b,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,SUB23,eb413534-d902-573b-860e-7f0e219c7e51,FA_TO_FR,APPLICATION,ALLOWED,False,248,9,4,2,4.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
cadcb9e8-f4c9-507a-a43b-a139e7ed6fa6,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,SUB23,5bf2c002-80ba-5784-bcec-9f852d0e3b91,DIALOGUE_COMPLETE,APPLICATION,PREFERRED,False,248,33,17,8,8.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
b5d9b43b-f58f-5806-b52a-bcc2d72945cc,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,SUB23,45b6af11-30d8-5189-89b9-210478143d49,REGISTER_CHOICE,DISCRIMINATION,NOT_SUITABLE,False,248,0,0,0,3.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
e12d0145-aa0d-5fda-8cf9-d5de84d7ed68,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,SUB23,fce34dfe-f5ca-5be6-8d2b-254d546e745a,CONTRAST_RULES,DISCRIMINATION,PREFERRED,False,248,23,12,6,9.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
5b1bf215-43bf-5dd7-8793-5901963a61fe,26acbe21-6e4d-4c22-a0e6-27e27f3bb5ab,4,LE NOM et L’ARTICLE,CAT05,SUB11,e9f1df52-d4b8-5e27-a3fb-c7301f53be50,CLOZE_SINGLE,RECALL,PREFERRED,False,252,28,14,8,10.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
