compatibility_id,lesson_id,lesson_no,title_fr_official,category_code,category_slug,subcategory_code,subcategory_slug,question_type_id,question_type_code,cognitive_level,compatibility_status,allocation_factor,preferred_subtopics,allowed_subtopics,conditional_subtopics,not_suitable_subtopics,aggregation_rationale,conditional_guardrail_required,source_ref,compatibility_version,recovery_version
f8272bbe-5a24-5925-8d5b-35298c0164d8,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,CAT01,verbs_conjugation,SUB01,core_irregular_verbs,e9f1df52-d4b8-5e27-a3fb-c7301f53be50,CLOZE_SINGLE,RECALL,PREFERRED,1.0,3,0,1,0,PREFERRED=3; ALLOWED=0; CONDITIONAL=1; NOT_SUITABLE=0 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 1; printed pp. 8-11; PDF pp. 10-13,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
b7ac7c91-cc71-5f5c-9f92-9e8e081a81f6,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,CAT01,verbs_conjugation,SUB01,core_irregular_verbs,eb413534-d902-573b-860e-7f0e219c7e51,FA_TO_FR,APPLICATION,ALLOWED,0.55,0,3,0,1,PREFERRED=0; ALLOWED=3; CONDITIONAL=0; NOT_SUITABLE=1 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 1; printed pp. 8-11; PDF pp. 10-13,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
8de9e862-94bf-5ff2-b6ef-5782393b31ae,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,CAT01,verbs_conjugation,SUB01,core_irregular_verbs,5bf2c002-80ba-5784-bcec-9f852d0e3b91,DIALOGUE_COMPLETE,APPLICATION,PREFERRED,1.0,1,0,3,0,PREFERRED=1; ALLOWED=0; CONDITIONAL=3; NOT_SUITABLE=0 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 1; printed pp. 8-11; PDF pp. 10-13,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
0f08ee45-1c6b-58cc-b275-106d23fe0a43,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,CAT01,verbs_conjugation,SUB01,core_irregular_verbs,45b6af11-30d8-5189-89b9-210478143d49,REGISTER_CHOICE,DISCRIMINATION,PREFERRED,1.0,1,0,0,3,PREFERRED=1; ALLOWED=0; CONDITIONAL=0; NOT_SUITABLE=3 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 1; printed pp. 8-11; PDF pp. 10-13,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
16a11830-46bf-5723-a101-18e4e1b372aa,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,CAT01,verbs_conjugation,SUB01,core_irregular_verbs,fce34dfe-f5ca-5be6-8d2b-254d546e745a,CONTRAST_RULES,DISCRIMINATION,PREFERRED,1.0,1,2,1,0,PREFERRED=1; ALLOWED=2; CONDITIONAL=1; NOT_SUITABLE=0 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 1; printed pp. 8-11; PDF pp. 10-13,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
1882ed0f-dc6e-56ea-99e6-974ca7ab3ff5,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,modification_agreement,SUB14,adjectives_agreement_position,e9f1df52-d4b8-5e27-a3fb-c7301f53be50,CLOZE_SINGLE,RECALL,PREFERRED,1.0,4,0,0,0,PREFERRED=4; ALLOWED=0; CONDITIONAL=0; NOT_SUITABLE=0 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 2; printed pp. 12-17; PDF pp. 14-19,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
7d5459c0-96d8-58a3-ab4f-788f4cdee09b,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,modification_agreement,SUB14,adjectives_agreement_position,32374c7b-9284-562f-8bcd-c3bbcad6728f,CLOZE_CONTEXT,APPLICATION,PREFERRED,1.0,1,3,0,0,PREFERRED=1; ALLOWED=3; CONDITIONAL=0; NOT_SUITABLE=0 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 2; printed pp. 12-17; PDF pp. 14-19,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
76c3748e-fb0f-5ccf-929b-5f7e70dd1cfb,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,modification_agreement,SUB14,adjectives_agreement_position,21ebada3-ac9a-519a-a0b1-58a57ba7e9c9,CORRECT_SENTENCE,DISCRIMINATION,PREFERRED,1.0,3,1,0,0,PREFERRED=3; ALLOWED=1; CONDITIONAL=0; NOT_SUITABLE=0 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 2; printed pp. 12-17; PDF pp. 14-19,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
69651c99-a6e6-525e-8ca0-47bbc8ed7119,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,modification_agreement,SUB14,adjectives_agreement_position,a2fbc3d0-466a-5e81-bfdd-376ec6796aae,INCORRECT_SENTENCE,DISCRIMINATION,PREFERRED,1.0,3,1,0,0,PREFERRED=3; ALLOWED=1; CONDITIONAL=0; NOT_SUITABLE=0 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 2; printed pp. 12-17; PDF pp. 14-19,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
3aa804ca-0714-58d7-8985-7f9efb208c17,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,modification_agreement,SUB14,adjectives_agreement_position,646c0bc6-2722-50af-b7c9-ae0657805553,ERROR_LOCATION,DISCRIMINATION,PREFERRED,1.0,4,0,0,0,PREFERRED=4; ALLOWED=0; CONDITIONAL=0; NOT_SUITABLE=0 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 2; printed pp. 12-17; PDF pp. 14-19,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
addf80ee-49c0-53d1-afe6-d589920f7e85,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,modification_agreement,SUB14,adjectives_agreement_position,bd178d4e-0325-51b4-9c06-8040893e4437,CONJUGATION,RECALL,NOT_SUITABLE,0.0,0,0,0,4,PREFERRED=0; ALLOWED=0; CONDITIONAL=0; NOT_SUITABLE=4 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 2; printed pp. 12-17; PDF pp. 14-19,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
fda6d086-d207-550f-8270-1e9a99a11e98,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,modification_agreement,SUB14,adjectives_agreement_position,8fb82828-73d5-573a-8ccd-7d165372beab,TENSE_CHOICE,APPLICATION,NOT_SUITABLE,0.0,0,0,0,4,PREFERRED=0; ALLOWED=0; CONDITIONAL=0; NOT_SUITABLE=4 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 2; printed pp. 12-17; PDF pp. 14-19,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
1c66d345-75c1-5ec8-a404-cfba7735f2a7,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,modification_agreement,SUB14,adjectives_agreement_position,b6e57a62-931c-5b3f-8aff-dafe096d5d65,PRONOUN_CHOICE,APPLICATION,PREFERRED,1.0,1,0,0,3,PREFERRED=1; ALLOWED=0; CONDITIONAL=0; NOT_SUITABLE=3 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 2; printed pp. 12-17; PDF pp. 14-19,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
1466f195-93ca-5cc1-b0ba-c1f224df4a57,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,modification_agreement,SUB14,adjectives_agreement_position,080bebd0-8e3d-51e9-ad82-13c256bc513a,PREPOSITION_CHOICE,APPLICATION,NOT_SUITABLE,0.0,0,0,0,4,PREFERRED=0; ALLOWED=0; CONDITIONAL=0; NOT_SUITABLE=4 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 2; printed pp. 12-17; PDF pp. 14-19,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
5127a419-29ed-5584-bd38-d595bc60dfeb,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,modification_agreement,SUB14,adjectives_agreement_position,e7c92ba5-b1c8-5672-b377-08c7a1641350,REWRITE_EQUIV,DISCRIMINATION,ALLOWED,0.55,0,4,0,0,PREFERRED=0; ALLOWED=4; CONDITIONAL=0; NOT_SUITABLE=0 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 2; printed pp. 12-17; PDF pp. 14-19,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
c1519763-dd84-5480-90c6-a7652b36abe7,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,modification_agreement,SUB14,adjectives_agreement_position,d925f39a-26df-5760-8581-4e1577d0afb3,FR_TO_FA,RECALL,ALLOWED,0.55,0,4,0,0,PREFERRED=0; ALLOWED=4; CONDITIONAL=0; NOT_SUITABLE=0 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 2; printed pp. 12-17; PDF pp. 14-19,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
a5f2e764-e343-5b56-ad40-d28f4ca1f46e,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,modification_agreement,SUB14,adjectives_agreement_position,eb413534-d902-573b-860e-7f0e219c7e51,FA_TO_FR,APPLICATION,ALLOWED,0.55,0,4,0,0,PREFERRED=0; ALLOWED=4; CONDITIONAL=0; NOT_SUITABLE=0 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 2; printed pp. 12-17; PDF pp. 14-19,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
428f07f7-1758-55ca-b5dc-9747741af01f,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,modification_agreement,SUB14,adjectives_agreement_position,5bf2c002-80ba-5784-bcec-9f852d0e3b91,DIALOGUE_COMPLETE,APPLICATION,PREFERRED,1.0,1,0,3,0,PREFERRED=1; ALLOWED=0; CONDITIONAL=3; NOT_SUITABLE=0 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 2; printed pp. 12-17; PDF pp. 14-19,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
5940edfe-819d-5749-ba67-edfda3507d4a,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,modification_agreement,SUB14,adjectives_agreement_position,45b6af11-30d8-5189-89b9-210478143d49,REGISTER_CHOICE,DISCRIMINATION,PREFERRED,1.0,1,0,0,3,PREFERRED=1; ALLOWED=0; CONDITIONAL=0; NOT_SUITABLE=3 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 2; printed pp. 12-17; PDF pp. 14-19,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
b2979de4-28ca-5559-b094-d14f4a880485,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),CAT06,modification_agreement,SUB14,adjectives_agreement_position,fce34dfe-f5ca-5be6-8d2b-254d546e745a,CONTRAST_RULES,DISCRIMINATION,PREFERRED,1.0,1,3,0,0,PREFERRED=1; ALLOWED=3; CONDITIONAL=0; NOT_SUITABLE=0 across 4 subtopics; lesson status = best supported subtopic status.,False,Lesson 2; printed pp. 12-17; PDF pp. 14-19,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
989447e8-1e1f-551c-99c2-3e2f5b995c3d,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,sentence_structure,SUB23,negation_interrogation,e9f1df52-d4b8-5e27-a3fb-c7301f53be50,CLOZE_SINGLE,RECALL,PREFERRED,1.0,2,1,0,0,PREFERRED=2; ALLOWED=1; CONDITIONAL=0; NOT_SUITABLE=0 across 3 subtopics; lesson status = best supported subtopic status.,False,Lesson 3; printed pp. 18-21; PDF pp. 20-23,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
84c4a031-cd2d-5a69-8975-606190b06295,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,sentence_structure,SUB23,negation_interrogation,32374c7b-9284-562f-8bcd-c3bbcad6728f,CLOZE_CONTEXT,APPLICATION,PREFERRED,1.0,2,1,0,0,PREFERRED=2; ALLOWED=1; CONDITIONAL=0; NOT_SUITABLE=0 across 3 subtopics; lesson status = best supported subtopic status.,False,Lesson 3; printed pp. 18-21; PDF pp. 20-23,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
45f35c1f-3632-5e55-badc-ba9195216d10,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,sentence_structure,SUB23,negation_interrogation,21ebada3-ac9a-519a-a0b1-58a57ba7e9c9,CORRECT_SENTENCE,DISCRIMINATION,PREFERRED,1.0,3,0,0,0,PREFERRED=3; ALLOWED=0; CONDITIONAL=0; NOT_SUITABLE=0 across 3 subtopics; lesson status = best supported subtopic status.,False,Lesson 3; printed pp. 18-21; PDF pp. 20-23,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
3b7e80cc-c8d9-5190-844d-114720dd0839,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,sentence_structure,SUB23,negation_interrogation,a2fbc3d0-466a-5e81-bfdd-376ec6796aae,INCORRECT_SENTENCE,DISCRIMINATION,PREFERRED,1.0,3,0,0,0,PREFERRED=3; ALLOWED=0; CONDITIONAL=0; NOT_SUITABLE=0 across 3 subtopics; lesson status = best supported subtopic status.,False,Lesson 3; printed pp. 18-21; PDF pp. 20-23,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
5b5d870d-a1dd-50a9-bdfa-1d688c003a2f,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,sentence_structure,SUB23,negation_interrogation,646c0bc6-2722-50af-b7c9-ae0657805553,ERROR_LOCATION,DISCRIMINATION,PREFERRED,1.0,3,0,0,0,PREFERRED=3; ALLOWED=0; CONDITIONAL=0; NOT_SUITABLE=0 across 3 subtopics; lesson status = best supported subtopic status.,False,Lesson 3; printed pp. 18-21; PDF pp. 20-23,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
3f993797-c336-5798-8e66-57cdf3c8eceb,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,sentence_structure,SUB23,negation_interrogation,bd178d4e-0325-51b4-9c06-8040893e4437,CONJUGATION,RECALL,NOT_SUITABLE,0.0,0,0,0,3,PREFERRED=0; ALLOWED=0; CONDITIONAL=0; NOT_SUITABLE=3 across 3 subtopics; lesson status = best supported subtopic status.,False,Lesson 3; printed pp. 18-21; PDF pp. 20-23,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
729afcd4-a23e-5c8b-91c0-42a01c50d9f7,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,sentence_structure,SUB23,negation_interrogation,8fb82828-73d5-573a-8ccd-7d165372beab,TENSE_CHOICE,APPLICATION,NOT_SUITABLE,0.0,0,0,0,3,PREFERRED=0; ALLOWED=0; CONDITIONAL=0; NOT_SUITABLE=3 across 3 subtopics; lesson status = best supported subtopic status.,False,Lesson 3; printed pp. 18-21; PDF pp. 20-23,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
822ccdc9-934b-562e-99aa-472e39f14c51,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,sentence_structure,SUB23,negation_interrogation,b6e57a62-931c-5b3f-8aff-dafe096d5d65,PRONOUN_CHOICE,APPLICATION,ALLOWED,0.55,0,1,0,2,PREFERRED=0; ALLOWED=1; CONDITIONAL=0; NOT_SUITABLE=2 across 3 subtopics; lesson status = best supported subtopic status.,False,Lesson 3; printed pp. 18-21; PDF pp. 20-23,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
e79c4a33-2bf9-5744-ae60-eaf78f29fcfa,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,sentence_structure,SUB23,negation_interrogation,080bebd0-8e3d-51e9-ad82-13c256bc513a,PREPOSITION_CHOICE,APPLICATION,NOT_SUITABLE,0.0,0,0,0,3,PREFERRED=0; ALLOWED=0; CONDITIONAL=0; NOT_SUITABLE=3 across 3 subtopics; lesson status = best supported subtopic status.,False,Lesson 3; printed pp. 18-21; PDF pp. 20-23,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
758f06a7-741b-5448-8baa-592595721943,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,sentence_structure,SUB23,negation_interrogation,e7c92ba5-b1c8-5672-b377-08c7a1641350,REWRITE_EQUIV,DISCRIMINATION,PREFERRED,1.0,2,1,0,0,PREFERRED=2; ALLOWED=1; CONDITIONAL=0; NOT_SUITABLE=0 across 3 subtopics; lesson status = best supported subtopic status.,False,Lesson 3; printed pp. 18-21; PDF pp. 20-23,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
9014b707-fa80-557b-8f0d-6b9e6167d533,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,sentence_structure,SUB23,negation_interrogation,d925f39a-26df-5760-8581-4e1577d0afb3,FR_TO_FA,RECALL,ALLOWED,0.55,0,3,0,0,PREFERRED=0; ALLOWED=3; CONDITIONAL=0; NOT_SUITABLE=0 across 3 subtopics; lesson status = best supported subtopic status.,False,Lesson 3; printed pp. 18-21; PDF pp. 20-23,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
28989a76-68d9-5345-bc8e-d6333677f0e4,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,sentence_structure,SUB23,negation_interrogation,eb413534-d902-573b-860e-7f0e219c7e51,FA_TO_FR,APPLICATION,ALLOWED,0.55,0,2,1,0,PREFERRED=0; ALLOWED=2; CONDITIONAL=1; NOT_SUITABLE=0 across 3 subtopics; lesson status = best supported subtopic status.,False,Lesson 3; printed pp. 18-21; PDF pp. 20-23,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
ef6eb273-6b30-50f3-90f9-9e47a2d9ccc1,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,sentence_structure,SUB23,negation_interrogation,5bf2c002-80ba-5784-bcec-9f852d0e3b91,DIALOGUE_COMPLETE,APPLICATION,PREFERRED,1.0,1,2,0,0,PREFERRED=1; ALLOWED=2; CONDITIONAL=0; NOT_SUITABLE=0 across 3 subtopics; lesson status = best supported subtopic status.,False,Lesson 3; printed pp. 18-21; PDF pp. 20-23,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
98d24ff9-4171-589c-83b5-863b9575bf52,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,sentence_structure,SUB23,negation_interrogation,45b6af11-30d8-5189-89b9-210478143d49,REGISTER_CHOICE,DISCRIMINATION,NOT_SUITABLE,0.0,0,0,0,3,PREFERRED=0; ALLOWED=0; CONDITIONAL=0; NOT_SUITABLE=3 across 3 subtopics; lesson status = best supported subtopic status.,False,Lesson 3; printed pp. 18-21; PDF pp. 20-23,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
273453d0-db16-5356-b570-031a24b7dcbd,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),CAT09,sentence_structure,SUB23,negation_interrogation,fce34dfe-f5ca-5be6-8d2b-254d546e745a,CONTRAST_RULES,DISCRIMINATION,PREFERRED,1.0,2,1,0,0,PREFERRED=2; ALLOWED=1; CONDITIONAL=0; NOT_SUITABLE=0 across 3 subtopics; lesson status = best supported subtopic status.,False,Lesson 3; printed pp. 18-21; PDF pp. 20-23,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
