compatibility_id,lesson_id,lesson_no,lesson_title_fr,subtopic_id,subtopic_code,subtopic_title_fr,question_type_id,question_type_code,cognitive_level,compatibility_status,allocation_factor,rationale_fa,conditional_guardrail_required,source_ref,compatibility_version,recovery_version
1dd054b7-d479-5d24-b717-f8fd2e33809e,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,cfdb9cd8-73ac-48d3-8b53-3434fe851607,L01-S01,Être au dialogue de base,e9f1df52-d4b8-5e27-a3fb-c7301f53be50,CLOZE_SINGLE,RECALL,PREFERRED,1.0,یک slot بسته با پاسخ یکتا برای این قاعده قابل طراحی است.,False,Lesson 1; printed p. 8,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
483c10aa-eeed-5f7a-89af-4e4abeb662a4,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,cfdb9cd8-73ac-48d3-8b53-3434fe851607,L01-S01,Être au dialogue de base,eb413534-d902-573b-860e-7f0e219c7e51,FA_TO_FR,APPLICATION,ALLOWED,0.55,ترجمه بسته با construct صریح قابل طراحی است.,False,Lesson 1; printed p. 8,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
389c8e9a-800c-502f-b2fa-960318f03d2f,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,cfdb9cd8-73ac-48d3-8b53-3434fe851607,L01-S01,Être au dialogue de base,5bf2c002-80ba-5784-bcec-9f852d0e3b91,DIALOGUE_COMPLETE,APPLICATION,CONDITIONAL,0.25,فقط اگر context مکالمه واقعاً برای قاعده ارزش آموزشی اضافه کند.,True,Lesson 1; printed p. 8,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
40eb3246-e785-59d5-b40a-e550546de95e,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,cfdb9cd8-73ac-48d3-8b53-3434fe851607,L01-S01,Être au dialogue de base,45b6af11-30d8-5189-89b9-210478143d49,REGISTER_CHOICE,DISCRIMINATION,NOT_SUITABLE,0.0,بدون شاهد صریح register نباید سطح رسمی/محاوره‌ای مصنوعی تحمیل شود.,False,Lesson 1; printed p. 8,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
d209234b-9a70-5352-8359-cceb57a8fc17,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,cfdb9cd8-73ac-48d3-8b53-3434fe851607,L01-S01,Être au dialogue de base,fce34dfe-f5ca-5be6-8d2b-254d546e745a,CONTRAST_RULES,DISCRIMINATION,ALLOWED,0.55,قاعده یا همسایه‌های نزدیک آن امکان contrast آموزشی معتبر دارند.,False,Lesson 1; printed p. 8,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
19131cd0-73d0-551b-a12f-79d8e8f3627c,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,Conjugaison de « être »,e9f1df52-d4b8-5e27-a3fb-c7301f53be50,CLOZE_SINGLE,RECALL,PREFERRED,1.0,یک slot بسته با پاسخ یکتا برای این قاعده قابل طراحی است.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
45dc2f58-eda4-5b87-a4a0-f83034ccc46e,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,Conjugaison de « être »,32374c7b-9284-562f-8bcd-c3bbcad6728f,CLOZE_CONTEXT,APPLICATION,ALLOWED,0.55,context کوتاه می‌تواند شرط انتخاب را روشن و پاسخ را یکتا کند.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
0bc422a1-d0e1-58a7-9a25-3a33784080f5,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,Conjugaison de « être »,21ebada3-ac9a-519a-a0b1-58a57ba7e9c9,CORRECT_SENTENCE,DISCRIMINATION,ALLOWED,0.55,سه خطای هدف موازی و یک جمله معتبر قابل ساخت است.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
1a2c97af-11ab-5144-b45f-5308d61d0241,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,Conjugaison de « être »,a2fbc3d0-466a-5e81-bfdd-376ec6796aae,INCORRECT_SENTENCE,DISCRIMINATION,PREFERRED,1.0,یک خطای منفرد و سه جمله صحیح قابل کنترل است.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
9c5624f6-6788-5219-b9bc-b77b4e3f2c20,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,Conjugaison de « être »,646c0bc6-2722-50af-b7c9-ae0657805553,ERROR_LOCATION,DISCRIMINATION,PREFERRED,1.0,خطا/نقض قاعده در یک span قابل محلی‌سازی است.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
e57d16cf-cb8b-535b-bb34-de266d53c947,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,Conjugaison de « être »,bd178d4e-0325-51b4-9c06-8040893e4437,CONJUGATION,RECALL,PREFERRED,1.0,صورت فعل/ریشه/پایانه هدف مستقیم است.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
57fb64ed-e882-5181-a539-ac98b1153ed3,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,Conjugaison de « être »,8fb82828-73d5-573a-8ccd-7d165372beab,TENSE_CHOICE,APPLICATION,NOT_SUITABLE,0.0,انتخاب زمان محور آموزشی این زیرموضوع نیست.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
e71597da-7152-5586-85c2-7e008688785e,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,Conjugaison de « être »,b6e57a62-931c-5b3f-8aff-dafe096d5d65,PRONOUN_CHOICE,APPLICATION,NOT_SUITABLE,0.0,ضمیر جزء هدف این زیرموضوع نیست.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
d3c57e9f-5f93-5b3b-b786-8cfbae408838,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,Conjugaison de « être »,080bebd0-8e3d-51e9-ad82-13c256bc513a,PREPOSITION_CHOICE,APPLICATION,NOT_SUITABLE,0.0,انتخاب حرف اضافه جزء construct اصلی این زیرموضوع نیست.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
ceff472b-985b-5f50-94d8-23ce3819a56c,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,Conjugaison de « être »,e7c92ba5-b1c8-5672-b377-08c7a1641350,REWRITE_EQUIV,DISCRIMINATION,ALLOWED,0.55,با کنترل معنا و ساختار می‌توان بازنویسی بسته طراحی کرد.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
034f5ad0-7e84-58cb-aa53-4ede849dae27,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,Conjugaison de « être »,d925f39a-26df-5760-8581-4e1577d0afb3,FR_TO_FA,RECALL,ALLOWED,0.55,تنها با context کافی و یک معنای هدف یکتا.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
6fe91b51-cdf2-595f-a835-4c8f97997058,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,Conjugaison de « être »,eb413534-d902-573b-860e-7f0e219c7e51,FA_TO_FR,APPLICATION,ALLOWED,0.55,ترجمه بسته با construct صریح قابل طراحی است.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
84b3abef-eee4-57e0-882f-f0cc01cef1f9,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,Conjugaison de « être »,5bf2c002-80ba-5784-bcec-9f852d0e3b91,DIALOGUE_COMPLETE,APPLICATION,CONDITIONAL,0.25,فقط اگر context مکالمه واقعاً برای قاعده ارزش آموزشی اضافه کند.,True,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
f5b08605-0e5c-5796-a779-d6f37e3bb26f,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,Conjugaison de « être »,45b6af11-30d8-5189-89b9-210478143d49,REGISTER_CHOICE,DISCRIMINATION,NOT_SUITABLE,0.0,بدون شاهد صریح register نباید سطح رسمی/محاوره‌ای مصنوعی تحمیل شود.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
008c1777-9d1e-507d-b889-707e76cb7709,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,Conjugaison de « être »,fce34dfe-f5ca-5be6-8d2b-254d546e745a,CONTRAST_RULES,DISCRIMINATION,ALLOWED,0.55,قاعده یا همسایه‌های نزدیک آن امکان contrast آموزشی معتبر دارند.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
ac3ba6bb-d6e6-5dd7-af49-6ec74b249116,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,Pronoms sujets avec « être »,e9f1df52-d4b8-5e27-a3fb-c7301f53be50,CLOZE_SINGLE,RECALL,PREFERRED,1.0,یک slot بسته با پاسخ یکتا برای این قاعده قابل طراحی است.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
6892e22f-489e-5154-8bf3-808a86752291,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,Pronoms sujets avec « être »,32374c7b-9284-562f-8bcd-c3bbcad6728f,CLOZE_CONTEXT,APPLICATION,PREFERRED,1.0,context کوتاه می‌تواند شرط انتخاب را روشن و پاسخ را یکتا کند.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
fbe5f551-ae7f-5d32-9aa5-405a5c04e5d5,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,Pronoms sujets avec « être »,21ebada3-ac9a-519a-a0b1-58a57ba7e9c9,CORRECT_SENTENCE,DISCRIMINATION,ALLOWED,0.55,سه خطای هدف موازی و یک جمله معتبر قابل ساخت است.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
53f59d6b-7d6d-564a-b459-a92236e0b601,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,Pronoms sujets avec « être »,a2fbc3d0-466a-5e81-bfdd-376ec6796aae,INCORRECT_SENTENCE,DISCRIMINATION,ALLOWED,0.55,یک خطای منفرد و سه جمله صحیح قابل کنترل است.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
f22ceed1-5be2-54b3-9430-e6be97335251,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,Pronoms sujets avec « être »,646c0bc6-2722-50af-b7c9-ae0657805553,ERROR_LOCATION,DISCRIMINATION,PREFERRED,1.0,خطا/نقض قاعده در یک span قابل محلی‌سازی است.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
2e105f5a-30f3-5fdb-b0d8-3fd70e8d2bf3,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,Pronoms sujets avec « être »,bd178d4e-0325-51b4-9c06-8040893e4437,CONJUGATION,RECALL,NOT_SUITABLE,0.0,هدف زیرموضوع صرف فعل نیست.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
03f50f98-f8f0-59ce-9d0f-6f8aec6de783,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,Pronoms sujets avec « être »,8fb82828-73d5-573a-8ccd-7d165372beab,TENSE_CHOICE,APPLICATION,NOT_SUITABLE,0.0,انتخاب زمان محور آموزشی این زیرموضوع نیست.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
f3ca68d5-1cd1-5dbf-b130-c53c74a1859e,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,Pronoms sujets avec « être »,b6e57a62-931c-5b3f-8aff-dafe096d5d65,PRONOUN_CHOICE,APPLICATION,PREFERRED,1.0,نقش/مرجع ضمیر محور مستقیم است.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
89ede583-7d4f-5d15-949a-e6d91cc916f3,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,Pronoms sujets avec « être »,080bebd0-8e3d-51e9-ad82-13c256bc513a,PREPOSITION_CHOICE,APPLICATION,NOT_SUITABLE,0.0,انتخاب حرف اضافه جزء construct اصلی این زیرموضوع نیست.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
0f8f6eab-2a0f-59ba-896d-a70cb65da07a,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,Pronoms sujets avec « être »,e7c92ba5-b1c8-5672-b377-08c7a1641350,REWRITE_EQUIV,DISCRIMINATION,ALLOWED,0.55,با کنترل معنا و ساختار می‌توان بازنویسی بسته طراحی کرد.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
24e54413-0659-5a58-b41a-bfd34e9927ee,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,Pronoms sujets avec « être »,d925f39a-26df-5760-8581-4e1577d0afb3,FR_TO_FA,RECALL,ALLOWED,0.55,تنها با context کافی و یک معنای هدف یکتا.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
8c9f21e5-dde8-578b-8ae4-e79734b69553,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,Pronoms sujets avec « être »,eb413534-d902-573b-860e-7f0e219c7e51,FA_TO_FR,APPLICATION,ALLOWED,0.55,ترجمه بسته با construct صریح قابل طراحی است.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
b7db161e-5f83-5d4f-b4aa-d0b1b9d38441,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,Pronoms sujets avec « être »,5bf2c002-80ba-5784-bcec-9f852d0e3b91,DIALOGUE_COMPLETE,APPLICATION,PREFERRED,1.0,قاعده در مکالمه کوتاه و context بسته قابل سنجش است.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
d928c9f6-dffd-50eb-b109-300e6c551879,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,Pronoms sujets avec « être »,45b6af11-30d8-5189-89b9-210478143d49,REGISTER_CHOICE,DISCRIMINATION,PREFERRED,1.0,شاهد صریح register/politeness در داده زیرموضوع وجود دارد.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
35374da8-8760-5cd2-820b-585a099c0341,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,Pronoms sujets avec « être »,fce34dfe-f5ca-5be6-8d2b-254d546e745a,CONTRAST_RULES,DISCRIMINATION,PREFERRED,1.0,قاعده یا همسایه‌های نزدیک آن امکان contrast آموزشی معتبر دارند.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
391e512e-95ba-5ce8-a8ea-dd66727b4376,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,6f0ff508-1612-49b8-b1f5-283619cfdc64,L01-S04,Liaison avec « être »,e9f1df52-d4b8-5e27-a3fb-c7301f53be50,CLOZE_SINGLE,RECALL,CONDITIONAL,0.25,نکته عمدتاً آوایی است؛ تولید فقط با media/audio یا cue نوشتاری معتبر مجاز است.,True,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
25f7c3eb-2054-579c-8a0c-d2e8bc861f66,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,6f0ff508-1612-49b8-b1f5-283619cfdc64,L01-S04,Liaison avec « être »,32374c7b-9284-562f-8bcd-c3bbcad6728f,CLOZE_CONTEXT,APPLICATION,CONDITIONAL,0.25,نکته عمدتاً آوایی است؛ تولید فقط با media/audio یا cue نوشتاری معتبر مجاز است.,True,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
10101b56-ebef-5e81-88ed-1f0b6fe40cba,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,6f0ff508-1612-49b8-b1f5-283619cfdc64,L01-S04,Liaison avec « être »,21ebada3-ac9a-519a-a0b1-58a57ba7e9c9,CORRECT_SENTENCE,DISCRIMINATION,CONDITIONAL,0.25,نکته عمدتاً آوایی است؛ تولید فقط با media/audio یا cue نوشتاری معتبر مجاز است.,True,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
b34c53af-faaa-520e-9d13-b6b199e886d7,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,6f0ff508-1612-49b8-b1f5-283619cfdc64,L01-S04,Liaison avec « être »,a2fbc3d0-466a-5e81-bfdd-376ec6796aae,INCORRECT_SENTENCE,DISCRIMINATION,CONDITIONAL,0.25,نکته عمدتاً آوایی است؛ تولید فقط با media/audio یا cue نوشتاری معتبر مجاز است.,True,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
a48d6825-89a5-5d39-ab23-dedbb6c3c1fa,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,6f0ff508-1612-49b8-b1f5-283619cfdc64,L01-S04,Liaison avec « être »,646c0bc6-2722-50af-b7c9-ae0657805553,ERROR_LOCATION,DISCRIMINATION,CONDITIONAL,0.25,نکته عمدتاً آوایی است؛ تولید فقط با media/audio یا cue نوشتاری معتبر مجاز است.,True,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
4063b690-2fbb-56cb-a8ed-ac5e5f45bceb,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,6f0ff508-1612-49b8-b1f5-283619cfdc64,L01-S04,Liaison avec « être »,bd178d4e-0325-51b4-9c06-8040893e4437,CONJUGATION,RECALL,NOT_SUITABLE,0.0,نوع سؤال text-only برای هدف عمدتاً آوایی مناسب نیست.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
3731d8e6-a7aa-55a8-923e-1dce2588c6bc,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,6f0ff508-1612-49b8-b1f5-283619cfdc64,L01-S04,Liaison avec « être »,8fb82828-73d5-573a-8ccd-7d165372beab,TENSE_CHOICE,APPLICATION,NOT_SUITABLE,0.0,نوع سؤال text-only برای هدف عمدتاً آوایی مناسب نیست.,False,Lesson 1; printed p. 10,question-type-compatibility-v0.9.0,question-authoring-recovery-v1.0.0
