misconception_id,subtopic_code,misconception_family,id_origin,recovery_version
dfb4eab9-40ef-5a0e-aba4-aca267fddfca,L02-S04,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
7340d03e-b3d5-5f68-a87c-07022a28b8f6,L02-S04,EXCEPTION_NEGLECT,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
bbb2c06c-e98d-511e-97da-07c09b7a78a7,L03-S01,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
ac9f5af6-af86-5876-b66f-0a0481bf8360,L03-S01,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
62d2b96e-db15-50b8-8777-73227a36d929,L03-S01,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
96ccfd62-957f-5f22-95bf-9c36743435c4,L03-S02,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
02aa02e5-fca4-55b3-9639-7a01640b9150,L03-S02,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
04da786e-00d9-5e0c-9974-1917cc7860f9,L03-S02,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
ef84e751-dfb8-5b0d-8908-e580550b1a9a,L03-S02,EXCEPTION_NEGLECT,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
b2101ddc-5101-5717-8a1e-2dd9d76cd708,L03-S03,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
133cc177-4a92-58c9-ab8e-d8148a4049e4,L03-S03,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
4763dc5d-adcf-55f0-bd47-9affe2c12ecc,L03-S03,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
c5e44b12-6f66-5515-8f77-68ce5ee6cbdd,L03-S03,EXCEPTION_NEGLECT,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
29b3fbd5-16af-528a-b66b-e1335323af1d,L04-S01,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
d3a31ab9-0550-5344-a94c-65f7ea0bc946,L04-S01,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
1545c438-1671-5ebf-a895-c868c729a056,L04-S01,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
1c2c384b-8ab6-5b65-b053-48baf21b7a98,L04-S02,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
6941922b-205f-5846-86a2-e88732f68a65,L04-S02,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
0ffce7fe-7408-5cbf-b5e0-286787aaa302,L04-S02,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
176c786b-b7c0-5138-b23f-6df99c4791f1,L04-S03,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
b1390a17-8670-5760-aa8d-820799a29bfa,L04-S03,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
79a193e3-e650-5dc7-9592-1bc09a9d1841,L04-S03,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
a4d5dba6-31c0-57ee-a9f9-c7c869fd8de6,L04-S04,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
e36f5c33-116b-585a-a85b-e00d380a2911,L04-S04,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
29ff0bc8-1a2d-59a0-a235-507319b7571e,L04-S04,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
6835af36-62a9-59f8-b2de-51766365d4ed,L04-S05,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
c7bef7cb-13b2-59f9-8323-ee3c4f0de185,L04-S05,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
cd9f44ac-4dfe-5f6b-b0e1-1025bc9a203b,L04-S05,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
26c0598c-39f1-5b24-b941-d757d856306e,L04-S06,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
654605af-1c8c-5e44-bd35-067e3e059c70,L04-S06,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
81c568dc-80fe-57c5-9f5b-1fad15aeb2e1,L04-S06,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
00242e04-0fa2-5d85-9006-c4f80ccab7e3,L05-S01,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
caf583cb-6247-50c2-8d41-584f7f0cd095,L05-S01,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
8a9927de-290e-5db4-b8fb-326a0a39b231,L05-S01,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
3b220364-8502-5bd1-8544-7931c9f03a08,L05-S02,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
b38287d8-5699-5f7c-ab09-f5882d8f3c0a,L05-S02,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
2559aa11-55ba-50ae-beaf-1dbddb6cb52e,L05-S02,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
ee55b8af-f3ef-525d-806b-a3b48b29d618,L05-S03,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
9b484e05-7b4b-5f01-b45f-1cb2e2c72ec3,L05-S03,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
ecd77677-4c8b-59ba-b750-fa7c3886c036,L05-S03,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
6fd5c6ea-fdb2-5584-ab52-f4e57def4719,L05-S03,EXCEPTION_NEGLECT,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
f1c90d6c-fbab-5fec-8725-506348092ee2,L05-S04,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
68a1fd0d-7915-5102-b28f-00a953ecf4f0,L05-S04,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
68585b71-2c2d-5040-af65-f2b04be67011,L05-S04,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
ff533b72-18a9-5f1a-923f-30b8beef9e96,L06-S01,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
d489ebe0-f867-5c2c-b94c-421d67e5ff3f,L06-S01,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
c741c8f5-1b5c-5bcc-aa67-7e52526ceb6e,L06-S01,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
546eb6de-e2c6-582c-9862-df321c1512dc,L06-S01,EXCEPTION_NEGLECT,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
ba1029d1-6cee-5919-9673-7a9904e80280,L06-S02,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
3baee9f5-90e8-561d-a1c0-d10d8518d7d7,L06-S02,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
0af11383-6a89-5031-9b8a-4227e266378e,L06-S02,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
262a1e69-1277-5326-b192-e258e60cd8f5,L06-S03,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
709bc405-162e-52b8-8e06-7eb3d590b290,L06-S03,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
3fe9a582-a8da-5c33-87d1-cc1cbcfd192c,L06-S03,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
0234ab97-1bc6-5e8c-b407-091f1266e237,L06-S04,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
663066a6-16c2-561a-b997-ad179133fb2b,L06-S04,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
62e668df-d05b-56b4-9069-7f20c8424de5,L06-S04,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
6b4b76fd-e600-5d24-9f6e-df7bc2eec37b,L06-S04,EXCEPTION_NEGLECT,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
c9219f32-2c57-5a02-b29b-e9f73e82e24b,L07-S01,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
4064ac79-49b7-5841-9c37-2b09fdc2aa10,L07-S01,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
7b3adeaf-42e0-5734-93c4-2d3cc3b77ebf,L07-S01,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
0444ff6a-95e2-55a2-b7fe-6ac0df3b8aa4,L07-S01,EXCEPTION_NEGLECT,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
663c8d9f-4932-5fae-a3e4-1fab8ce35297,L07-S02,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
1274d9ea-0884-5775-9f74-5de1a158b31a,L07-S02,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
61fc4b21-73d8-54dd-8cad-fdd46ba4a4c9,L07-S02,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
24b2a230-d8ff-5075-adb1-404774bc426a,L07-S03,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
2434f5de-cfe3-5a13-83e7-db35fdf33137,L07-S03,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
bfd1fd88-415b-5ae9-a701-e203aced2b40,L07-S03,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
0617c4ad-c364-5580-8298-d58179f55b86,L07-S04,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
82e1b915-3396-512d-b119-9009f1a4d434,L07-S04,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
2a974058-0054-5f35-88a7-12d333d81967,L07-S04,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
2cb78bd0-ad7a-5c05-81b8-a7072386fe69,L08-S01,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
00fef432-15b6-58fd-9d53-740d313a6aec,L08-S01,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
1dd16d11-3140-50c7-969a-16a0ff1c561a,L08-S01,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
168e5a3e-6dbd-5843-a2f4-bcbe1fc3976c,L08-S01,EXCEPTION_NEGLECT,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
ebd48fa2-6c55-5d25-b35f-a441b323ad36,L08-S02,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
1477b26d-08b8-5e8f-a0bd-4ece0a47aa31,L08-S02,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
f4dfb375-bcb9-5357-95fa-cef5d0953dd1,L08-S02,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
428f551b-7977-5644-a8ff-d955657a5ca4,L08-S03,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
1cef4c8c-026f-589b-9faf-cda41ab4e2ef,L08-S03,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
9503b206-43da-53ff-8986-18fcb1be1f78,L08-S03,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
06c48f58-c26e-5eaa-80bd-5f58da13dc0a,L08-S04,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
876a9e32-508c-5e7d-a23d-ea8f26e5ca5f,L08-S04,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
8da74240-7bd4-5606-b2e4-93df213413c1,L08-S04,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
33e40676-a1d9-582e-b366-297e882451ba,L09-S01,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
e258096b-82eb-596d-8850-c0bf3f7a8809,L09-S01,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
fb75fac3-efc5-5bca-92cb-2962db512ba3,L09-S01,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
2a99e2e2-7826-5d4e-9bee-83404d05fc36,L09-S02,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
0501d289-9ca7-5c64-a2f5-67fc12e4f511,L09-S02,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
f18ee925-9fd0-5dc5-96e4-11d60af329a9,L09-S02,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
bfc67d49-520f-538b-8aaa-94262e2ba2bb,L10-S01,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
5e28eef6-88be-5e80-a896-e791d0ca0efe,L10-S01,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
58162832-cc01-5bda-a742-284b4c6bccc3,L10-S01,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
effdf243-bf09-552a-b679-297d56965546,L10-S01,EXCEPTION_NEGLECT,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
bedd6c79-e6f0-5864-9242-6b5cbec90b05,L10-S02,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
12e0626a-811b-5076-b019-be9a506d1cd7,L10-S02,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
291538f9-f708-5c2e-97de-3c10d91b94db,L10-S02,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
799001b0-656e-5006-b7b8-382401478bfd,L10-S03,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
58fe31fd-146b-59b1-90c4-4317d7736060,L10-S03,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
2559e430-227a-51da-b8f7-af14dc0b9e1f,L10-S03,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
8abf0fb8-c2f6-5d38-95b8-694cba6c75b4,L10-S04,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
6d902696-1bc1-588c-94b8-f00e14d96e69,L10-S04,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
2a578706-88fc-5997-bebf-3e5b01c2df21,L10-S04,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
8968af22-9b09-58eb-a6ee-c145e961106d,L10-S05,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
78501d5e-dcd5-58a2-80c4-682abfe530ed,L10-S05,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
0d20905b-f5ad-5f76-b415-6c4108470d02,L10-S05,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
422ed223-ab60-5741-bbf2-1347030942a7,L11-S01,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
abb68123-fe43-5448-abef-932f96b84efa,L11-S01,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
93cb014a-ad34-53cb-b6cf-8107327fc554,L11-S01,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
bf0797a0-9895-50ea-84ec-149e42d29f97,L11-S02,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
2ccc8b0a-1850-5685-b068-75ef50fa1b1c,L11-S02,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
c903f03c-3c18-5e77-ab69-7f709b10df72,L11-S02,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
fc8236c0-2494-540f-a668-f91159a74391,L11-S03,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
ba69b7e5-f23a-5b38-9f7c-cfc94aedebef,L11-S03,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
1347d3f1-debd-5185-9c62-9ea91964fce9,L11-S03,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
58aede27-3c97-570c-b658-a2e17ac601cb,L11-S04,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
a2f471de-c694-576a-bdf1-62a9248da772,L11-S04,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
98bbb9f3-40fa-5ac5-9105-d10a1c1a3a8f,L11-S04,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
afbcbd96-9daa-5538-a465-9399e1f92a48,L11-S05,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
d4718199-04df-52ba-8f92-0f06b1c1b355,L11-S05,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
94f9acf1-6605-5221-880d-1eac731a773c,L11-S05,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
7ca5785f-348f-510c-9695-f10372701e42,L11-S06,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
6f94b587-856a-5a0f-b093-445db57c9f1b,L11-S06,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
75b60a31-3ec9-5b8d-937c-235d476f1d2f,L11-S06,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
3ca45dfa-0975-53ee-8d15-7633cb60d057,L12-S01,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
628c56c3-2b68-554c-ab8d-678d5bb0b0d4,L12-S01,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
2d60df3a-7ca1-58a4-936d-199b0ba40864,L12-S01,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
f1b4262e-563b-5951-80cc-62ccae17fd15,L12-S02,OVERGENERALIZATION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
c53d6bd1-a698-5e5e-bf11-f9458c5e8baf,L12-S02,NEAR_FORM_CONFUSION,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
766cae19-d7c6-5f34-8359-726398e39380,L12-S02,CONTEXT_ROLE_MISMATCH,RECOVERED_DETERMINISTIC_UUID5,question-authoring-recovery-v1.0.0
