lesson_id,lesson_no,title_fr_official,category_code,subcategory_code,profile,assignment_mode,policy_version,schema_version,easy_pct,medium_pct,hard_pct,very_hard_pct,target_full,easy_full,medium_full,hard_full,very_hard_full,target_expanded,easy_expanded,medium_expanded,hard_expanded,very_hard_expanded,target_mvp,easy_mvp,medium_mvp,hard_mvp,very_hard_mvp,approved_current_total,gap_full,status
a02fe5a3-8336-4749-8b93-f43d0a82948a,11,LE VERBE « AVOIR »,CAT01,SUB01,FOUNDATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,30,45,20,5,244,73,110,49,12,122,37,55,24,6,61,18,28,12,3,0,244,PASS
ec78c6b7-50f2-4fcf-8ecd-63c1a84e5e41,12,L’ADJECTIF (2),CAT06,SUB14,DISCRIMINATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,35,35,15,167,25,59,58,25,84,13,29,29,13,42,6,15,15,6,0,167,PASS
99f4cbed-373c-4bf4-affd-8eda53373a56,13,LES NOMBRES,CAT07,SUB17,BASELINE,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,20,40,30,10,173,35,69,52,17,87,17,35,26,9,43,9,17,13,4,0,173,PASS
8b0727a3-b94e-4d9d-bb86-9a0045b8685a,14,LE TEMPS (1),CAT08,SUB20,BASELINE,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,20,40,30,10,199,40,79,60,20,100,20,40,30,10,50,10,20,15,5,0,199,PASS
b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,CAT05,SUB13,DISCRIMINATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,35,35,15,183,28,64,64,27,92,14,32,32,14,46,7,16,16,7,0,183,PASS
619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,CAT01,SUB02,FOUNDATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,30,45,20,5,262,79,118,52,13,131,39,59,26,7,66,20,30,13,3,0,262,PASS
e3b8941a-3506-4903-b9f5-ede88a288def,17,LE TEMPS (2),CAT08,SUB20,BASELINE,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,20,40,30,10,199,40,79,60,20,100,20,40,30,10,50,10,20,15,5,0,199,PASS
ec290ee6-f705-4b74-98db-7e4079c54d60,18,L’ADVERBE,CAT06,SUB15,BASELINE,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,20,40,30,10,218,44,87,65,22,109,22,43,33,11,55,11,22,17,5,0,218,PASS
cb9bdbbf-0955-46a6-b979-69203ff4d988,19,L’EXPRESSION de la QUANTITÉ,CAT07,SUB18,FOUNDATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,30,45,20,5,204,61,92,41,10,102,31,46,20,5,51,15,23,10,3,0,204,PASS
dd8aa1ed-067c-4e17-a9db-10d3b630688a,20,LE PRONOM « EN »,CAT04,SUB08,FOUNDATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,30,45,20,5,215,64,97,43,11,108,32,49,22,5,54,16,24,11,3,0,215,PASS
a7d4b7ab-babf-44fd-8d1b-09d273f60704,21,LA SITUATION dans l’ESPACE (2),CAT08,SUB19,BASELINE,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,20,40,30,10,150,30,60,45,15,75,15,30,23,7,38,8,15,11,4,0,150,PASS
526ffab9-fc9b-4221-997e-e57dfbf9694a,22,LE COMPARATIF et LE SUPERLATIF,CAT06,SUB16,DISCRIMINATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,35,35,15,181,27,64,63,27,91,14,32,32,13,45,7,16,16,6,0,181,PASS
327c43bc-8757-4e51-aff0-9c04775c57cf,23,LE VERBE « ALLER »,CAT01,SUB01,FOUNDATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,30,45,20,5,223,67,100,45,11,112,34,50,22,6,56,17,25,11,3,0,223,PASS
e3b468de-4bc2-4b96-b4dc-0bfa0c3d5a85,24,LE PRONOM « Y »,CAT04,SUB08,FOUNDATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,30,45,20,5,190,57,86,38,9,95,28,43,19,5,48,14,22,10,2,0,190,PASS
aece8fe7-c303-4257-a531-a3d6e0f242de,25,LA SITUATION dans l’ESPACE et le TEMPS (3),CAT08,SUB21,BASELINE,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,20,40,30,10,174,35,70,52,17,87,17,35,26,9,44,9,18,13,4,0,174,PASS
6ad0bf53-cab8-4037-8548-6e73441d1620,26,"LES VERBES en « -IR », « -OIR » et « -RE » au PRÉSENT",CAT01,SUB02,FOUNDATION_COMPLEX,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,25,40,30,5,264,66,106,79,13,132,33,53,40,6,66,17,26,20,3,0,264,PASS
e5bfdde7-6889-4829-ad65-06a572af5f97,27,LES VERBES PRONOMINAUX,CAT01,SUB03,BASELINE,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,20,40,30,10,215,43,86,65,21,108,22,43,32,11,54,11,22,16,5,0,215,PASS
2ad099b6-e9f4-4b96-8883-d88977fc94b4,28,LES PRONOMS COMPLÉMENTS,CAT04,SUB08,FOUNDATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,30,45,20,5,243,73,109,49,12,122,37,55,24,6,61,18,28,12,3,0,243,PASS
0259af3a-8df3-4f28-ad02-62a99368c409,29,LES PRONOMS TONIQUES,CAT04,SUB09,BASELINE,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,20,40,30,10,186,37,74,56,19,93,19,37,28,9,47,9,19,14,5,0,186,PASS
b24408b6-c9b4-4fbc-9b92-ad4d2ae13876,30,L’IMPÉRATIF,CAT03,SUB06,DISCRIMINATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,35,35,15,162,24,57,57,24,81,12,29,28,12,41,6,15,14,6,0,162,PASS
83d883bf-5242-4dc2-bed6-dad1585746db,31,LE CONDITIONNEL (1),CAT03,SUB06,DISCRIMINATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,35,35,15,205,31,72,72,30,103,16,36,36,15,51,8,18,18,7,0,205,PASS
4ec05ffb-8465-4c5c-9a50-d67136ad0472,32,LES RELATIFS,CAT04,SUB10,DISCRIMINATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,35,35,15,233,35,82,81,35,117,18,41,41,17,58,9,20,20,9,0,233,PASS
1854197b-634e-4db7-893c-7e9b6bcbf004,33,L’INTERROGATION (2),CAT09,SUB23,DISCRIMINATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,35,35,15,227,34,80,79,34,114,17,40,40,17,57,9,20,20,8,0,227,PASS
7a8563ae-ac42-49d2-bddd-42140c4e5245,34,LA NÉGATION (2),CAT09,SUB23,DISCRIMINATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,35,35,15,222,33,78,78,33,111,17,39,39,16,56,8,20,20,8,0,222,PASS
83287154-f6ce-4595-a2b2-17537cb9908d,35,LE DISCOURS INDIRECT au PRÉSENT,CAT10,SUB25,DISCRIMINATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,35,35,15,186,28,65,65,28,93,14,33,32,14,47,7,17,16,7,0,186,PASS
03b37cc5-75e7-4209-9322-1f6401df4973,36,LE GÉRONDIF,CAT03,SUB07,BASELINE,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,20,40,30,10,170,34,68,51,17,85,17,34,26,8,43,9,17,13,4,0,170,PASS
7a66cb3a-470c-4ae3-ae32-325cf327c9f9,37,LES PRÉPOSITIONS et LES VERBES,CAT08,SUB22,DISCRIMINATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,35,35,15,233,35,82,81,35,117,18,41,41,17,58,9,20,20,9,0,233,PASS
d138adce-c139-454e-b3a3-1ff9464bd0e8,38,LES VERBES de DÉPLACEMENT,CAT01,SUB03,BASELINE,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,20,40,30,10,185,37,74,56,18,93,19,37,28,9,46,9,18,14,5,0,185,PASS
2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,39,LE FUTUR PROCHE,CAT02,SUB05,BASELINE,CONTROLLED_OVERRIDE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,20,40,30,10,189,38,75,57,19,95,19,38,29,9,47,9,19,14,5,0,189,PASS
a2303764-b3c6-4a78-a5eb-287adffcd970,40,LE PASSÉ COMPOSÉ,CAT02,SUB04,COMPLEX,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,30,40,15,260,39,78,104,39,130,20,39,52,19,65,10,19,26,10,0,260,PASS
61d3b6b5-dd58-4ca4-b78d-521013ae2461,41,LE TEMPS (3),CAT08,SUB20,BASELINE,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,20,40,30,10,202,40,81,61,20,101,20,41,30,10,51,10,21,15,5,0,202,PASS
79d5da54-9d06-473a-a60c-1c4cb74c38e1,42,LE PASSIF,CAT03,SUB07,BASELINE,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,20,40,30,10,183,37,73,55,18,92,18,37,28,9,46,9,18,14,5,0,183,PASS
1a7369fc-5f96-48eb-9433-a91853b0f074,43,L’IMPARFAIT,CAT02,SUB04,DISCRIMINATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,35,35,15,256,38,90,90,38,128,19,45,45,19,64,10,22,22,10,0,256,PASS
7b460b08-fac3-4f7c-bec0-0e1863fbcca3,44,LE PLUS-QUE-PARFAIT,CAT02,SUB04,DISCRIMINATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,35,35,15,198,30,69,69,30,99,15,35,34,15,50,8,18,17,7,0,198,PASS
ea5e63b4-af5e-438a-b50c-a3d9678296b6,45,LE DISCOURS INDIRECT au PASSÉ,CAT10,SUB25,DISCRIMINATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,35,35,15,167,25,59,58,25,84,13,29,29,13,42,6,15,15,6,0,167,PASS
fa21c54c-eda9-434c-9b4c-af896a3dfde0,46,"« VENIR de », « ÊTRE en TRAIN de », « ÊTRE sur le POINT de »",CAT03,SUB07,BASELINE,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,20,40,30,10,156,31,62,47,16,78,16,31,23,8,39,8,15,12,4,0,156,PASS
9452d2bf-3b54-4cbe-9410-2a607d9d9903,47,LE FUTUR SIMPLE,CAT02,SUB05,DISCRIMINATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,35,35,15,230,35,81,80,34,115,18,40,40,17,58,9,20,20,9,0,230,PASS
c8b25314-e54b-4ec5-9a31-41e6af6cfab4,48,LE FUTUR ANTÉRIEUR,CAT02,SUB05,DISCRIMINATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,35,35,15,144,22,50,50,22,72,11,25,25,11,36,5,13,13,5,0,144,PASS
8492c636-b6f3-4368-97df-c4e0387ff946,49,LE CONDITIONNEL (2),CAT03,SUB06,DISCRIMINATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,35,35,15,217,33,76,76,32,109,17,38,38,16,54,8,19,19,8,0,217,PASS
7292614b-ad5b-496f-836e-1ca257cb80cc,50,LES HYPOTHÈSES,CAT11,SUB26,DISCRIMINATION,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,35,35,15,233,35,82,81,35,117,18,41,41,17,58,9,20,20,9,0,233,PASS
5a20dade-1724-4c8a-887c-14dee287c1a2,51,LE SUBJONCTIF,CAT03,SUB06,COMPLEX,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,30,40,15,238,36,71,95,36,119,18,36,47,18,60,9,18,24,9,0,238,PASS
f0a5d28c-4b03-42c8-bd92-0708737ab3f1,52,LES RELATIONS LOGIQUES,CAT11,SUB27,COMPLEX,AUTO_PROFILE,difficulty-distribution-policy-v0.9.0,stage9-difficulty-distribution-schema-v0.9.0,15,30,40,15,237,36,71,95,35,119,18,36,47,18,59,9,18,23,9,0,237,PASS
