dependency_id,lesson_id,lesson_no,lesson_title_fr,prerequisite_lesson_id,prerequisite_lesson_no,prerequisite_title_fr,relation_type,strength_1_5,evidence_type,status,note_fa,reviewed_by,reviewed_at
727038d7-e81c-40ef-9fec-3d28110cf97c,ec78c6b7-50f2-4fcf-8ecd-63c1a84e5e41,12,L’ADJECTIF (2),734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
9142674a-3661-4550-82d3-8e4b183cff12,8b0727a3-b94e-4d9d-bb86-9a0045b8685a,14,LE TEMPS (1),99f4cbed-373c-4bf4-affd-8eda53373a56,13,LES NOMBRES,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
46ec81ce-278c-45e9-8d2a-0ec94c985227,b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,26acbe21-6e4d-4c22-a0e6-27e27f3bb5ab,4,LE NOM et L’ARTICLE,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
04fa2f23-c730-418c-816a-3b7e2613457a,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
bcd04ca3-2e19-4f85-a2e0-e84aebfec3ed,e3b8941a-3506-4903-b9f5-ede88a288def,17,LE TEMPS (2),8b0727a3-b94e-4d9d-bb86-9a0045b8685a,14,LE TEMPS (1),prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
a81fa5c3-6a40-444d-b43d-d3276a4f77b0,ec290ee6-f705-4b74-98db-7e4079c54d60,18,L’ADVERBE,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
d2d1bedc-c422-4655-a4eb-bacb866ed365,ec290ee6-f705-4b74-98db-7e4079c54d60,18,L’ADVERBE,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
d11a7f01-ac48-47ca-8d78-1c08bb81b7ec,cb9bdbbf-0955-46a6-b979-69203ff4d988,19,L’EXPRESSION de la QUANTITÉ,26acbe21-6e4d-4c22-a0e6-27e27f3bb5ab,4,LE NOM et L’ARTICLE,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
52245dbf-792d-419e-8d15-413ab7729a0e,dd8aa1ed-067c-4e17-a9db-10d3b630688a,20,LE PRONOM « EN »,cb9bdbbf-0955-46a6-b979-69203ff4d988,19,L’EXPRESSION de la QUANTITÉ,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
ba6a555a-4c08-47bb-b16a-677d18495042,a7d4b7ab-babf-44fd-8d1b-09d273f60704,21,LA SITUATION dans l’ESPACE (2),988143e8-7e0e-46e1-94a0-f87f7a1267f5,10,LA SITUATION dans l’ESPACE (1),prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
92dc4d64-b0d3-44a8-b8af-d95377ed4384,526ffab9-fc9b-4221-997e-e57dfbf9694a,22,LE COMPARATIF et LE SUPERLATIF,734f4892-3926-439e-b274-85e9d824e225,2,L’ADJECTIF (1),prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
23b611ad-ad13-4cab-a7b1-7358585a0911,526ffab9-fc9b-4221-997e-e57dfbf9694a,22,LE COMPARATIF et LE SUPERLATIF,ec290ee6-f705-4b74-98db-7e4079c54d60,18,L’ADVERBE,prerequisite,2,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
6c948233-fd82-4d5a-86db-5c052157eba6,526ffab9-fc9b-4221-997e-e57dfbf9694a,22,LE COMPARATIF et LE SUPERLATIF,cb9bdbbf-0955-46a6-b979-69203ff4d988,19,L’EXPRESSION de la QUANTITÉ,prerequisite,2,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
dcdc1c2e-42e9-417b-acdc-379472776e54,327c43bc-8757-4e51-aff0-9c04775c57cf,23,LE VERBE « ALLER »,988143e8-7e0e-46e1-94a0-f87f7a1267f5,10,LA SITUATION dans l’ESPACE (1),prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
8a44c71c-27ac-450c-ad9e-9a78f6ed6e80,e3b468de-4bc2-4b96-b4dc-0bfa0c3d5a85,24,LE PRONOM « Y »,327c43bc-8757-4e51-aff0-9c04775c57cf,23,LE VERBE « ALLER »,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
78aa066c-8265-47d5-a582-8b5a270a6844,aece8fe7-c303-4257-a531-a3d6e0f242de,25,LA SITUATION dans l’ESPACE et le TEMPS (3),988143e8-7e0e-46e1-94a0-f87f7a1267f5,10,LA SITUATION dans l’ESPACE (1),prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
c3296cd4-50ab-450b-823f-d04a23568f27,aece8fe7-c303-4257-a531-a3d6e0f242de,25,LA SITUATION dans l’ESPACE et le TEMPS (3),8b0727a3-b94e-4d9d-bb86-9a0045b8685a,14,LE TEMPS (1),prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
b3ac9635-666d-4f95-a3db-2b86763f43b1,6ad0bf53-cab8-4037-8548-6e73441d1620,26,"LES VERBES en « -IR », « -OIR » et « -RE » au PRÉSENT",619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
356944f2-7e1b-4506-b812-d169c88e9fbb,e5bfdde7-6889-4829-ad65-06a572af5f97,27,LES VERBES PRONOMINAUX,6ad0bf53-cab8-4037-8548-6e73441d1620,26,"LES VERBES en « -IR », « -OIR » et « -RE » au PRÉSENT",prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
676e9d5b-ec31-4b46-8d55-32a369e2c1bf,2ad099b6-e9f4-4b96-8883-d88977fc94b4,28,LES PRONOMS COMPLÉMENTS,dd8aa1ed-067c-4e17-a9db-10d3b630688a,20,LE PRONOM « EN »,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
5e1e40e7-b030-47e9-bff4-65ff33232699,2ad099b6-e9f4-4b96-8883-d88977fc94b4,28,LES PRONOMS COMPLÉMENTS,e3b468de-4bc2-4b96-b4dc-0bfa0c3d5a85,24,LE PRONOM « Y »,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
c87a1bd7-c1de-494c-ac44-465f2caccd8e,2ad099b6-e9f4-4b96-8883-d88977fc94b4,28,LES PRONOMS COMPLÉMENTS,6ad0bf53-cab8-4037-8548-6e73441d1620,26,"LES VERBES en « -IR », « -OIR » et « -RE » au PRÉSENT",prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
90ec5ab0-cf46-46e4-9cfe-188ed2beed8e,0259af3a-8df3-4f28-ad02-62a99368c409,29,LES PRONOMS TONIQUES,2ad099b6-e9f4-4b96-8883-d88977fc94b4,28,LES PRONOMS COMPLÉMENTS,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
afb117ea-090a-42c8-84f9-3484c2fadcfd,b24408b6-c9b4-4fbc-9b92-ad4d2ae13876,30,L’IMPÉRATIF,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
70b97e2f-d7dd-4341-8499-4da5866a9d1a,b24408b6-c9b4-4fbc-9b92-ad4d2ae13876,30,L’IMPÉRATIF,6ad0bf53-cab8-4037-8548-6e73441d1620,26,"LES VERBES en « -IR », « -OIR » et « -RE » au PRÉSENT",prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
44dbb95d-8a05-4ba4-9ec5-7ef3dd8d23a2,b24408b6-c9b4-4fbc-9b92-ad4d2ae13876,30,L’IMPÉRATIF,2ad099b6-e9f4-4b96-8883-d88977fc94b4,28,LES PRONOMS COMPLÉMENTS,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
ebe0bda9-4c85-4bea-a0ef-f0b1b7b86a7a,83d883bf-5242-4dc2-bed6-dad1585746db,31,LE CONDITIONNEL (1),6ad0bf53-cab8-4037-8548-6e73441d1620,26,"LES VERBES en « -IR », « -OIR » et « -RE » au PRÉSENT",prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
e04eb6dc-0897-4bde-b655-04a9e7c6e0d3,4ec05ffb-8465-4c5c-9a50-d67136ad0472,32,LES RELATIFS,2ad099b6-e9f4-4b96-8883-d88977fc94b4,28,LES PRONOMS COMPLÉMENTS,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
82c44aaf-b388-4b8c-a4a5-6f70a389a4d1,4ec05ffb-8465-4c5c-9a50-d67136ad0472,32,LES RELATIFS,0259af3a-8df3-4f28-ad02-62a99368c409,29,LES PRONOMS TONIQUES,prerequisite,2,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
e936f4f0-1648-442c-8e51-229c0e98f1cc,1854197b-634e-4db7-893c-7e9b6bcbf004,33,L’INTERROGATION (2),3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
fd3d717d-d096-4c0b-aabf-1c75785dbb9f,1854197b-634e-4db7-893c-7e9b6bcbf004,33,L’INTERROGATION (2),0259af3a-8df3-4f28-ad02-62a99368c409,29,LES PRONOMS TONIQUES,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
63cdd253-7c57-40b2-9f0a-02d97bae340b,7a8563ae-ac42-49d2-bddd-42140c4e5245,34,LA NÉGATION (2),3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
138eca90-b669-4ba7-aebe-7f8a5f7cfba8,7a8563ae-ac42-49d2-bddd-42140c4e5245,34,LA NÉGATION (2),b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,prerequisite,2,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
4776f194-0776-40c7-997e-9de10568e5ea,83287154-f6ce-4595-a2b2-17537cb9908d,35,LE DISCOURS INDIRECT au PRÉSENT,1854197b-634e-4db7-893c-7e9b6bcbf004,33,L’INTERROGATION (2),prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
6c74c280-6dfe-49b2-844b-1b19abdee4cf,03b37cc5-75e7-4209-9322-1f6401df4973,36,LE GÉRONDIF,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
a883e8f2-4923-40da-a82c-570fa8692f21,03b37cc5-75e7-4209-9322-1f6401df4973,36,LE GÉRONDIF,6ad0bf53-cab8-4037-8548-6e73441d1620,26,"LES VERBES en « -IR », « -OIR » et « -RE » au PRÉSENT",prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
f96574c4-be6a-4676-876e-16e3c780fc6c,7a66cb3a-470c-4ae3-ae32-325cf327c9f9,37,LES PRÉPOSITIONS et LES VERBES,6ad0bf53-cab8-4037-8548-6e73441d1620,26,"LES VERBES en « -IR », « -OIR » et « -RE » au PRÉSENT",prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
d404c977-f9e4-4a99-acb4-869329cef3ac,d138adce-c139-454e-b3a3-1ff9464bd0e8,38,LES VERBES de DÉPLACEMENT,327c43bc-8757-4e51-aff0-9c04775c57cf,23,LE VERBE « ALLER »,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
182fd966-57f6-46f4-8303-2b5b11fcd6ca,d138adce-c139-454e-b3a3-1ff9464bd0e8,38,LES VERBES de DÉPLACEMENT,7a66cb3a-470c-4ae3-ae32-325cf327c9f9,37,LES PRÉPOSITIONS et LES VERBES,prerequisite,2,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
923447cd-d74c-4f9a-a0e2-3399e9ff1b47,2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,39,LE FUTUR PROCHE,327c43bc-8757-4e51-aff0-9c04775c57cf,23,LE VERBE « ALLER »,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
a2c0f587-ed62-46d1-93e9-c6b925d421ae,2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,39,LE FUTUR PROCHE,6ad0bf53-cab8-4037-8548-6e73441d1620,26,"LES VERBES en « -IR », « -OIR » et « -RE » au PRÉSENT",prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
bdd661ba-470b-435c-968b-0f608f3668e7,a2303764-b3c6-4a78-a5eb-287adffcd970,40,LE PASSÉ COMPOSÉ,eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,prerequisite,2,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
b60addc5-c621-4596-a667-b2e45580ac68,a2303764-b3c6-4a78-a5eb-287adffcd970,40,LE PASSÉ COMPOSÉ,a02fe5a3-8336-4749-8b93-f43d0a82948a,11,LE VERBE « AVOIR »,prerequisite,2,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
61271024-7a9c-4a92-9a36-8ac0f29d67c0,a2303764-b3c6-4a78-a5eb-287adffcd970,40,LE PASSÉ COMPOSÉ,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
5580d246-f1d3-4b90-8141-d6e52d90e887,a2303764-b3c6-4a78-a5eb-287adffcd970,40,LE PASSÉ COMPOSÉ,6ad0bf53-cab8-4037-8548-6e73441d1620,26,"LES VERBES en « -IR », « -OIR » et « -RE » au PRÉSENT",prerequisite,4,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
710d8b2a-0c39-4743-9994-2c35a4b41212,a2303764-b3c6-4a78-a5eb-287adffcd970,40,LE PASSÉ COMPOSÉ,e5bfdde7-6889-4829-ad65-06a572af5f97,27,LES VERBES PRONOMINAUX,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
