subtopic_id,subtopic_code,lesson_id,lesson_no,lesson_title_fr,title_fr,title_fa_draft,definition_short_fa,explanation_long_fa,notes_exceptions_register,source_book_pages,source_pdf_pages,source_ref,source_basis,translation_status,content_version
cb45b2ca-159a-4875-992f-b07c6e98f9a2,L03-S03,3dd22b4a-1072-4ca6-91c1-662829b94758,3,LA NÉGATION et L’INTERROGATION (1),Réponses « oui/non/si »,پاسخ‌های oui/non/si,oui پاسخ مثبت، non پاسخ منفی و si پاسخ مثبت به پرسش منفی است.,کتاب همچنین moi aussi برای هم‌صدایی مثبت و moi non plus برای هم‌صدایی منفی را جدا می‌کند.,pas می‌تواند فقط بخشی از جمله را نفی کند، درحالی‌که non کل سؤال را رد می‌کند.,18,20,Lesson 3; printed p. 18,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
8e8888f4-b536-46fb-8037-8ce18d0065ae,L04-S01,26acbe21-6e4d-4c22-a0e6-27e27f3bb5ab,4,LE NOM et L’ARTICLE,Genre des noms de personnes,جنس اسم‌های اشخاص,اسم‌های اشخاص غالباً صورت مذکر/مؤنث دارند.,افزودن -e، دوبرابرشدن همخوان و تغییر پسوند از الگوهای رایج‌اند؛ برخی زوج‌ها باید موردی یاد گرفته شوند.,,22,24,Lesson 4; printed p. 22,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
ecb6e1f4-bc7a-4c4c-9872-485edcf67183,L04-S02,26acbe21-6e4d-4c22-a0e6-27e27f3bb5ab,4,LE NOM et L’ARTICLE,Genre des noms de choses,جنس اسم اشیا,جنس دستوری اسم اشیا باید همراه خود اسم آموخته شود.,برخی پایان‌ها گرایش جنسیتی دارند، اما استثناها فراوان‌اند؛ کتاب بر یادگیری اسم با article تأکید می‌کند.,,24,26,Lesson 4; printed p. 24,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
96319528-8f45-4bca-8b98-34eabd9eb01c,L04-S03,26acbe21-6e4d-4c22-a0e6-27e27f3bb5ab,4,LE NOM et L’ARTICLE,Noms d’animaux,اسم حیوانات,نام حیوان می‌تواند زوج مذکر/مؤنث یا یک جنس دستوری ثابت داشته باشد.,برای برخی حیوانات دو صورت و برای برخی یک اسم، مستقل از جنس زیستی، استفاده می‌شود.,,24,26,Lesson 4; printed p. 24,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
83867945-86de-4da1-a42b-8e80caccc1a9,L04-S04,26acbe21-6e4d-4c22-a0e6-27e27f3bb5ab,4,LE NOM et L’ARTICLE,Pluriel des noms,جمع اسم,جمع اسم معمولاً با -s ساخته می‌شود.,اسم‌های پایان‌یافته به s/x/z ثابت‌اند؛ -al/-au و برخی -ou الگوهای خاص و چند جمع نامنظم دارند.,,26,28,Lesson 4; printed p. 26,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
27a24db3-eb55-48b4-93d9-07ac1ae2630a,L04-S05,26acbe21-6e4d-4c22-a0e6-27e27f3bb5ab,4,LE NOM et L’ARTICLE,Articles définis et indéfinis,حروف تعریف معین و نامعین,le/la/l’/les برای مرجع معین/کلی و un/une/des برای مرجع نامعین به‌کار می‌روند.,انتخاب article به جنس، شمار و نوع ارجاع وابسته است.,,28,30,Lesson 4; printed p. 28,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
17afb2dd-ce96-43fc-8494-c3dafbe6cbf3,L04-S06,26acbe21-6e4d-4c22-a0e6-27e27f3bb5ab,4,LE NOM et L’ARTICLE,Articles contractés,حروف تعریف ادغام‌شده,à/de با le و les ادغام می‌شوند.,de+le=du، de+les=des، à+le=au، à+les=aux؛ با la و l’ ادغام نمی‌شود.,,30,32,Lesson 4; printed p. 30,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
48fc3ef7-585c-4558-8eb3-198bc875b4e6,L05-S01,99f46643-99ba-428d-bdaf-193d018572cc,5,« C’EST » et « IL EST »,Identification avec « c’est/ce sont »,شناسایی با c’est/ce sont,c’est برای شناسایی/معرفی مفرد و ce sont برای جمع است.,در پرسش‌های Qui est-ce ? / Qu’est-ce que c’est ? و معرفی شخص از c’est استفاده می‌شود؛ حتی «C’est nous !» c’est مفرد می‌ماند.,,32,34,Lesson 5; printed p. 32,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
4019d2c2-969c-49a2-8aa3-291a74baf594,L05-S02,99f46643-99ba-428d-bdaf-193d018572cc,5,« C’EST » et « IL EST »,Commentaire avec « il/elle est » et « c’est »,توصیف و نظر کلی,il/elle est + صفت مرجع مشخص را توصیف می‌کند؛ c’est + صفت نظر کلی می‌دهد.,کتاب میان توصیف فرد/شیء مشخص و داوری کلی دربارهٔ موضوع تمایز می‌گذارد.,,32,34,Lesson 5; printed p. 32,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
f02aa4a8-5693-4cc2-bf13-49d11a8dfe21,L05-S03,99f46643-99ba-428d-bdaf-193d018572cc,5,« C’EST » et « IL EST »,Profession et absence d’article,حرفه و حذف article,پس از être، حرفه/ملیت/دین در کاربرد وصفی معمولاً بدون article می‌آید.,اگر حرفه با توصیف کیفی تعیین شود، article ظاهر می‌شود؛ دستهٔ حرفه‌ای تخصصی می‌تواند همچنان بدون article بماند.,پرسش طبیعی: Quelle est votre profession ? / Qu’est-ce que vous faites ?,34,36,Lesson 5; printed p. 34,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
84f75c42-d9c4-458e-8f6c-0203d4e6f8e6,L05-S04,99f46643-99ba-428d-bdaf-193d018572cc,5,« C’EST » et « IL EST »,C’est + nom déterminé vs il est + adjectif/profession,تمایز ساختاری c’est و il est,c’est پیش از اسم تعیین‌شده و il est پیش از صفت یا حرفهٔ بدون article می‌آید.,این تمایز برای معرفی و توصیف یکی از نقاط اصلی خطاپذیر درس است.,,34,36,Lesson 5; printed p. 34,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
fc2d656b-5616-4b7a-944d-dafc63a02983,L06-S01,f07ba2d4-e9cf-441c-ad53-85194d85e1ff,6,LES POSSESSIFS,Adjectifs possessifs,صفات ملکی,صفت ملکی با چیزِ مملوک از نظر جنس/شمار توافق می‌کند، نه با مالک.,شخصِ مالک مجموعهٔ شکل‌ها را تعیین می‌کند و اسمِ مملوک شکل نهایی را.,on=Nous → notre؛ on=Tout le monde → son.,36,38,Lesson 6; printed p. 36,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
17ec231c-3ac8-4ecc-b28d-37c5b9c72b48,L06-S02,f07ba2d4-e9cf-441c-ad53-85194d85e1ff,6,LES POSSESSIFS,Possessif devant voyelle,ملکی پیش از واکه,ma/ta/sa پیش از واکه یا h muet به mon/ton/son تبدیل می‌شود.,تغییر برای سهولت آوایی است و جنس واقعی اسم را تغییر نمی‌دهد.,,36,38,Lesson 6; printed p. 36,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
d3e94c6e-66c3-4af9-b067-c84d7c7558ef,L06-S03,f07ba2d4-e9cf-441c-ad53-85194d85e1ff,6,LES POSSESSIFS,Parties du corps et article défini,اعضای بدن و article معین,وقتی مالک از بافت روشن است، اعضای بدن معمولاً با article معین می‌آیند.,ساخت‌هایی مانند avoir mal à + article به‌جای ملکی استفاده می‌شوند.,,36,38,Lesson 6; printed p. 36,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
d47a4036-ec23-4651-b55d-2aaf47072e47,L06-S04,f07ba2d4-e9cf-441c-ad53-85194d85e1ff,6,LES POSSESSIFS,Pronoms possessifs,ضمیرهای ملکی,le mien/la mienne/les miens… جای اسم دارای رابطهٔ ملکی را می‌گیرند.,ضمیر ملکی با اسم حذف‌شده از نظر جنس و شمار هماهنگ است.,notre صفت است؛ le nôtre ضمیر.,36,38,Lesson 6; printed p. 36,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
51603058-dbbb-4109-8ac0-083ee583457e,L07-S01,4bf7f7a6-29e0-471a-8b5c-3740f60b5c8e,7,LES NOMS de PARENTÉ et de GROUPE,Noms de parenté,واژگان خویشاوندی,واژگان خویشاوندی روابط خانوادگی و نسل‌ها را بیان می‌کنند.,grand- برای برخی نسل‌های بالاتر و petit- برای برخی نسل‌های پایین‌تر استفاده می‌شود.,les parents = پدر و مادر؛ des parents = بستگان.,38,40,Lesson 7; printed p. 38,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
6fc2bc73-6743-4148-bbc3-269f4c7a6b4a,L07-S02,4bf7f7a6-29e0-471a-8b5c-3740f60b5c8e,7,LES NOMS de PARENTÉ et de GROUPE,Belle-famille et famille recomposée,نسبت‌های سببی,beau-/belle- در نام‌های خانوادگی می‌تواند نسبت سببی یا در بافتی خاص ناپدری/نامادری را بیان کند.,معنای دقیق از رابطه و context مشخص می‌شود.,,38,40,Lesson 7; printed p. 38,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
1f8da7b2-8ddd-4c97-ad9b-d7dd6596eaa9,L07-S03,4bf7f7a6-29e0-471a-8b5c-3740f60b5c8e,7,LES NOMS de PARENTÉ et de GROUPE,Noms de groupe « gens/personnes/tout le monde »,اسم‌های گروهی,gens/personnes جمع‌اند اما tout le monde فعل مفرد می‌گیرد.,gens جمع نامعین‌تر و personnes افراد مشخص/قابل‌شمارش‌تر را القا می‌کند.,,38,40,Lesson 7; printed p. 38,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
5c5c4c0d-12b8-41aa-90a3-5b4a21fc46e0,L07-S04,4bf7f7a6-29e0-471a-8b5c-3740f60b5c8e,7,LES NOMS de PARENTÉ et de GROUPE,« ami » selon le déterminant,ami و تعیین‌کننده,mon ami/mon amie می‌تواند به شریک عاطفی اشاره کند، اما un ami/un(e) amie معمولاً «دوست» است.,تعیین‌کننده و بافت در تفسیر رابطه نقش دارند.,,38,40,Lesson 7; printed p. 38,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
acff182f-c807-47d7-a3f6-dad87efb8a3d,L08-S01,d68e9726-6d53-4ffb-935c-fd8f24aae9ec,8,LES DÉMONSTRATIFS,Adjectifs démonstratifs,صفات اشاره,ce/cet/cette/ces برای اشاره به شخص یا شیء به‌کار می‌روند.,شکل با جنس/شمار هماهنگ است؛ cet پیش از واکه/h muet جای ce را می‌گیرد.,پیش از h aspiré، ce باقی می‌ماند؛ کتاب ce héros را مثال می‌زند.,40,42,Lesson 8; printed p. 40,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
3997b6e8-8ab6-4d34-8e8c-09f905a118b4,L08-S02,d68e9726-6d53-4ffb-935c-fd8f24aae9ec,8,LES DÉMONSTRATIFS,Temps avec démonstratifs,اشارهٔ زمانی,ce/cette برای بازه‌های زمانی جاری/نزدیک به‌کار می‌رود.,-ci/-là می‌تواند «این/آن» را در روزها و ماه‌ها دقیق‌تر کند.,,40,42,Lesson 8; printed p. 40,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
cab365d0-927e-432e-ae0a-315a3dbf8e0f,L08-S03,d68e9726-6d53-4ffb-935c-fd8f24aae9ec,8,LES DÉMONSTRATIFS,Pronoms démonstratifs,ضمیرهای اشاره,celui/celle/ceux/celles برای جلوگیری از تکرار اسم‌اند.,اغلب با -ci/-là یا de + nom همراه می‌شوند؛ celui de/celle de می‌تواند انتساب/مالکیت را نشان دهد.,,40,42,Lesson 8; printed p. 40,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
1b06d9b7-8b02-4b8f-946d-867c3d57112f,L08-S04,d68e9726-6d53-4ffb-935c-fd8f24aae9ec,8,LES DÉMONSTRATIFS,Liaison des démonstratifs,لیِزون در اشاره,پیش از واکه یا h muet liaison در ساخت‌های مناسب انجام می‌شود.,کتاب این نکتهٔ آوایی را کنار cet/ce مطرح می‌کند.,,40,42,Lesson 8; printed p. 40,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
ba8cf05e-4afe-4e59-88f4-3b9f6aa9a0b4,L09-S01,3a93c97f-cdce-4896-98be-892e3354b7fc,9,« IL Y A » et « C’EST »,Existence avec « il y a »,بیان وجود,il y a وجود شخص/شیء را معرفی می‌کند.,ساخت بی‌شخص و از نظر فعلی مفرد است حتی اگر اسم پس از آن جمع باشد؛ ذکر مکان الزامی نیست.,,42,44,Lesson 9; printed p. 42,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
0c3af28d-4e6c-4ff6-92d5-b494d6af3646,L09-S02,3a93c97f-cdce-4896-98be-892e3354b7fc,9,« IL Y A » et « C’EST »,Identification après existence,شناسایی پس از معرفی,c’est/ce sont مرجعی را که حاضر یا قبلاً معرفی شده شناسایی می‌کند.,تمایز کلیدی: il y a = وجود/معرفی؛ c’est/ce sont = شناسایی.,,42,44,Lesson 9; printed p. 42,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
7f509143-7930-4646-bf90-37ce52cf935d,L10-S01,988143e8-7e0e-46e1-94a0-f87f7a1267f5,10,LA SITUATION dans l’ESPACE (1),"Villes, pays et continents",شهر/کشور/قاره,شهرها معمولاً بدون article و کشورها/قاره‌ها معمولاً با article می‌آیند.,جنس کشور و article بر حرف اضافهٔ مکان اثر می‌گذارد.,"استثناهای شهر: Le Havre, Le Caire, La Haye؛ برخی کشورها بدون article مانند Chypre, Haïti, Israël, Cuba.",44,46,Lesson 10; printed p. 44,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
e92221b8-33aa-4278-a380-ba4c39503dbc,L10-S02,988143e8-7e0e-46e1-94a0-f87f7a1267f5,10,LA SITUATION dans l’ESPACE (1),Prépositions de lieu avec villes/pays,حروف اضافهٔ مکان جغرافیایی,à برای شهر، en برای کشور مؤنث/قاره، au برای کشور مذکر و aux برای جمع است.,کشور مفردِ آغازشده با واکه معمولاً en می‌گیرد؛ شهرهای دارای article ساخت متناسب دارند.,,44,46,Lesson 10; printed p. 44,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
5f70451b-f7fb-4f03-85f3-1c5ee59fbc3d,L10-S03,988143e8-7e0e-46e1-94a0-f87f7a1267f5,10,LA SITUATION dans l’ESPACE (1),« dans/sur/sous »,dans/sur/sous,dans فضای درون، sur سطح و sous زیر را بیان می‌کند.,کاربردهای ثابت مانند dans la rue/journal، sur la place/boulevard، dans un fauteuil، sur une chaise و نیز à la radio/télévision و sur Internet باید همراه ساخت یاد گرفته شوند.,,46,48,Lesson 10; printed p. 46,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
9a0d317d-69fe-48cb-a587-46d053de2165,L10-S04,988143e8-7e0e-46e1-94a0-f87f7a1267f5,10,LA SITUATION dans l’ESPACE (1),Position verticale « au-dessus/au-dessous »,بالا/پایین مکانی,au-dessus de و au-dessous de نسبت عمودی را بیان می‌کنند.,dessus/dessous و dedans/dehors صورت‌های قیدی متناظرند.,,46,48,Lesson 10; printed p. 46,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
7579d8b6-2928-4465-8cbd-6d0b4f7ca84a,L10-S05,988143e8-7e0e-46e1-94a0-f87f7a1267f5,10,LA SITUATION dans l’ESPACE (1),Proximité et distance,نزدیکی/دوری,à côté de و près de نزدیکی و loin de فاصله را بیان می‌کنند.,این ترکیب‌ها مکمل مکانی را با de می‌گیرند.,,46,48,Lesson 10; printed p. 46,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
f02cdde5-524e-4d25-ae5c-c1c508cc5499,L11-S01,a02fe5a3-8336-4749-8b93-f43d0a82948a,11,LE VERBE « AVOIR »,Conjugaison de « avoir »,صرف avoir,"avoir در زمان حال ai, as, a, avons, avez, ont دارد.",این فعل هم مستقل و هم بعداً به‌عنوان فعل کمکی نقش بنیادی دارد.,,48,50,Lesson 11; printed p. 48,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
ba5c0ee7-791f-4e68-8eae-b280aa06fbd0,L11-S02,a02fe5a3-8336-4749-8b93-f43d0a82948a,11,LE VERBE « AVOIR »,Âge avec « avoir »,سن با avoir,برای سن از avoir + عدد استفاده می‌شود، نه être.,این یک ساخت ثابت واژگانی است.,,48,50,Lesson 11; printed p. 48,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
c0efa701-3565-4361-8c0a-725c466f0635,L11-S03,a02fe5a3-8336-4749-8b93-f43d0a82948a,11,LE VERBE « AVOIR »,Sensations et besoins avec « avoir »,حالت‌ها و نیازها,"avoir + nom بدون article در ساخت‌هایی مانند faim, froid, peur و نیز besoin de/envie de می‌آید.",شدت بسیاری از این ساخت‌ها با très بیان می‌شود؛ برای besoin کتاب vraiment besoin را طبیعی می‌داند.,,48,50,Lesson 11; printed p. 48,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
224a9f05-eed1-4723-9c9b-c985ec49398e,L11-S04,a02fe5a3-8336-4749-8b93-f43d0a82948a,11,LE VERBE « AVOIR »,Description physique avec « avoir »,ویژگی ظاهری,برای چشم/مو و برخی ویژگی‌های بدنی، avoir + article défini + nom + adjectif رایج است.,اگر صفت پیش از اسم بیاید، article نامعین می‌تواند ظاهر شود.,,50,52,Lesson 11; printed p. 50,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
b8c73313-81f9-459c-84cd-96f8df05f750,L11-S05,a02fe5a3-8336-4749-8b93-f43d0a82948a,11,LE VERBE « AVOIR »,Locutions avec « avoir »,عبارت‌های ثابت avoir,"avoir le temps de, l’intention de, du mal à, l’habitude de, l’occasion de و مانند آن واحدهای تثبیت‌شده‌اند.",حرف اضافهٔ پس از هر عبارت بخشی از ساخت است.,,50,52,Lesson 11; printed p. 50,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
7d3f306f-3e56-4739-9aa5-957d40a0870b,L11-S06,a02fe5a3-8336-4749-8b93-f43d0a82948a,11,LE VERBE « AVOIR »,Négation de l’article,نفی article نامعین,در نفی، un/une/des معمولاً به de تبدیل می‌شوند.,article معین حفظ می‌شود؛ در تصحیح تقابلی article نامعین می‌تواند باقی بماند.,,50,52,Lesson 11; printed p. 50,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
e94a7c1d-5d07-47e8-a918-0bae05db0f16,L12-S01,ec78c6b7-50f2-4fcf-8ecd-63c1a84e5e41,12,L’ADJECTIF (2),Place générale de l’adjectif,جایگاه عمومی صفت,اکثر صفات پس از اسم می‌آیند؛ گروهی از صفات کوتاه و رایج پیش از اسم‌اند.,جایگاه صفت بخشی از الگوی واژگانی و معنایی آن است.,,54,56,Lesson 12; printed p. 54,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
def8aafa-2017-4ac8-9eb4-d0d0e271cf9b,L12-S02,ec78c6b7-50f2-4fcf-8ecd-63c1a84e5e41,12,L’ADJECTIF (2),Adjectifs fréquents avant le nom,صفات پیش‌اسمی رایج,"beau, joli, bon, mauvais, petit, grand, gros, nouveau, jeune, vieux و چند مورد دیگر معمولاً پیش از اسم می‌آیند.",اعداد نیز همیشه پیش از اسم‌اند.,,54,56,Lesson 12; printed p. 54,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
d15e657e-5845-4e81-8dcd-9b9f7df8cc27,L12-S03,ec78c6b7-50f2-4fcf-8ecd-63c1a84e5e41,12,L’ADJECTIF (2),Premier/dernier/prochain,premier/dernier/prochain,در سری/ترتیب این صفات می‌توانند پیش از اسم باشند؛ در تاریخ‌ها dernier/prochain بعد از اسم می‌آیند.,نوع مرجع (ترتیبی یا تقویمی) جایگاه را تعیین می‌کند.,,54,56,Lesson 12; printed p. 54,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
f828a7d6-7b06-4c54-bc7a-f95fd56abd73,L12-S04,ec78c6b7-50f2-4fcf-8ecd-63c1a84e5e41,12,L’ADJECTIF (2),Bel/vieil/nouvel,bel/vieil/nouvel,beau/vieux/nouveau پیش از واکه یا h muet به bel/vieil/nouvel تبدیل می‌شوند.,این صورت‌ها برای پیوستگی آوایی‌اند.,,54,56,Lesson 12; printed p. 54,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
bfec7ca9-4e46-4446-ada5-4b04e1117b5a,L12-S05,ec78c6b7-50f2-4fcf-8ecd-63c1a84e5e41,12,L’ADJECTIF (2),« des » → « de » devant adjectif antéposé,des به de,در جمع نامعین، des پیش از صفت مقدم معمولاً به de تبدیل می‌شود.,ساخت de + adjectif + nom pluriel حاصل می‌شود.,,54,56,Lesson 12; printed p. 54,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
acc0a8be-8e0b-43f3-9059-d7e5eab9effd,L12-S06,ec78c6b7-50f2-4fcf-8ecd-63c1a84e5e41,12,L’ADJECTIF (2),Sens selon la place,معنای صفت بر اساس جایگاه,برخی صفات با تغییر جایگاه معنای متفاوت یا ذهنی‌تر/عینی‌تر می‌گیرند.,"کتاب grand, curieux, pauvre, seul, cher, propre, ancien, différent را مقایسه می‌کند.",,56,58,Lesson 12; printed p. 56,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
dc65aed1-990e-41ac-82c1-4d9c88190ab9,L12-S07,ec78c6b7-50f2-4fcf-8ecd-63c1a84e5e41,12,L’ADJECTIF (2),« neuf » vs « nouveau »,neuf در برابر nouveau,neuf «تازه‌ساخته/استفاده‌نشده» و معمولاً پس از اسم؛ nouveau «جدید نسبت به قبلی» و پیش از اسم است.,neuf بیشتر برای اشیا و nouveau برای تغییر نسبی به‌کار می‌رود.,,56,58,Lesson 12; printed p. 56,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
7905c739-017f-4158-b13c-79770fa4b478,L13-S01,99f4cbed-373c-4bf4-affd-8eda53373a56,13,LES NOMBRES,Nombres cardinaux,اعداد اصلی,اعداد اصلی برای شمارش و مقدار به‌کار می‌روند.,کتاب شکل‌های معیار و چند تفاوت منطقه‌ای مانند septante/nonante را معرفی می‌کند.,,58,60,Lesson 13; printed p. 58,uploaded_book_only,approved_project_translation_v1.0,stage1-v1.0
