schema_version,external_id,question_revision,lesson_id,lesson_code,subtopic_id,subtopic_code,secondary_subtopic_ids,question_type,stem,stem_locale,option_a,option_b,option_c,option_d,option_locale,correct_option,full_explanation,explanation_a,explanation_b,explanation_c,explanation_d,explanation_locale,misconception_a_id,misconception_b_id,misconception_c_id,misconception_d_id,difficulty,difficulty_score_initial,difficulty_model_version,status,source_type,source_ref,author_id,reviewer_id,tags,media_type,media_uri,media_alt_text,media_transcript,media_source_ref,taxonomy_version,question_type_catalogue_version,compatibility_version,distractor_rules_version,content_version
question-import-schema-v0.9.0,GMP-FULL-B165-Q046,1,7a66cb3a-470c-4ae3-ae32-325cf327c9f9,L37,a22f7994-4792-420b-bb49-d752095e75e7,L37-S01,,CONTRAST_RULES,"Dans un atelier informatique, quelle affirmation distingue correctement la construction ciblée des variantes fautives ? La technicienne du service compare deux formulations pour éviter une ambiguïté.",fr,« décider à » et « refuser à » sont les formes attendues.,« décider de » et « refuser de » prennent de avant l’infinitif.,Ces verbes sont toujours suivis directement de l’infinitif.,La préposition dépend uniquement du temps verbal.,fr,B,"Plusieurs verbes courants imposent lexicalement « de + infinitif » : accepter de, arrêter de, décider de, essayer de, finir de, oublier de, refuser de, regretter de, rêver de, s’arrêter de, se dépêcher de.",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,"Correct. Plusieurs verbes courants imposent lexicalement « de + infinitif » : accepter de, arrêter de, décider de, essayer de, finir de, oublier de, refuser de, regretter de, rêver de, s’arrêter de, se dépêcher de.",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,fr,e36096be-b783-599a-9a6d-252704705116,,50415b1c-ce1d-5610-b266-c14d6ea508cb,593ead56-d46f-5915-a1e7-3cc691cc91b5,MEDIUM,0.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 37; printed p. 160; PDF p. 162,chatgpt-qb-runner-v1.0,,TAG023|TAG030,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B165-Q047,1,7a66cb3a-470c-4ae3-ae32-325cf327c9f9,L37,43f5d0f3-32de-4e07-87d7-2f23f9fd82ba,L37-S02,,CONTRAST_RULES,"Au comptoir d’un service public, quelle affirmation distingue correctement la construction ciblée des variantes fautives ? Un bénévole de l’association compare deux formulations pour éviter une ambiguïté.",fr,« réussir de » et « commencer de » sont les formes de la leçon.,Ces verbes interdisent tout infinitif.,« réussir à » et « commencer à » prennent à avant l’infinitif.,La préposition change selon le genre du sujet.,fr,C,"Plusieurs verbes courants imposent lexicalement « à + infinitif » : apprendre à, aider quelqu’un à, arriver à, chercher à, commencer à, continuer à, hésiter à, inviter quelqu’un à, réussir à, se mettre à.",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,"Correct. Plusieurs verbes courants imposent lexicalement « à + infinitif » : apprendre à, aider quelqu’un à, arriver à, chercher à, commencer à, continuer à, hésiter à, inviter quelqu’un à, réussir à, se mettre à.",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,fr,463f84ab-4dd3-52f7-891b-b1dc9ae4fce0,f37749e4-1c0a-571c-a2c9-af6363d36984,,a8531911-41fe-514c-a4f5-e70ecdaa4df3,MEDIUM,0.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 37; printed p. 160; PDF p. 162,chatgpt-qb-runner-v1.0,,TAG023|TAG030,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B165-Q048,1,7a66cb3a-470c-4ae3-ae32-325cf327c9f9,L37,efee7130-8410-42d5-b69e-3236ccdea740,L37-S03,,CONTRAST_RULES,"Pendant une rencontre de bénévoles, quelle affirmation distingue correctement la construction ciblée des variantes fautives ? La professeure du soir compare deux formulations pour éviter une ambiguïté. Le contexte oppose explicitement deux constructions lexicales apprises dans la même leçon.",fr,Tous les adjectifs prennent de devant l’infinitif.,Tous les adjectifs prennent à devant l’infinitif.,On omet toujours la préposition après un adjectif.,« content de » contraste avec « prêt à » : la préposition dépend de la construction lexicale.,fr,D,"Après certains adjectifs et noms on emploie souvent « de » (content de, heureux de, pressé de, envie de, peur de, habitude de), tandis que des constructions comme prêt à, habitué à, avoir du mal à, avoir tendance à exigent « à ».",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,"Correct. Après certains adjectifs et noms on emploie souvent « de » (content de, heureux de, pressé de, envie de, peur de, habitude de), tandis que des constructions comme prêt à, habitué à, avoir du mal à, avoir tendance à exigent « à ».",fr,19ef3561-b32d-5302-b285-3aec35a14491,2d29b163-0748-5be0-af0b-c913b1c28b6e,fa050066-5bb3-5cc6-8bc4-5facbc86e0a0,,HARD,0.70,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 37; printed p. 160; PDF p. 162,chatgpt-qb-runner-v1.0,,TAG023|TAG030,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B165-Q049,1,7a66cb3a-470c-4ae3-ae32-325cf327c9f9,L37,e10a6148-3531-4d88-8de7-cebe4ef4a2ee,L37-S04,,CONTRAST_RULES,"Dans une conversation sur les vacances, quelle affirmation distingue correctement la construction ciblée des variantes fautives ? Le client au téléphone compare deux formulations pour éviter une ambiguïté. Le contexte oppose explicitement deux constructions lexicales apprises dans la même leçon. Le locuteur précise qu’il parle d’une décision personnelle et non d’un déplacement.",fr,« J’espère partir » est correct; ajouter de devant partir est fautif dans la règle étudiée.,« J’espère de partir » est la seule forme correcte.,Espérer exige toujours à devant l’infinitif.,Les verbes de projet exigent pour devant l’infinitif.,fr,A,"Les verbes de goût ou de projet présentés ici — adorer, détester, espérer, penser — sont directement suivis de l’infinitif, sans préposition. Le livre oppose explicitement « J’espère partir » à la forme fautive avec de.","Correct. Les verbes de goût ou de projet présentés ici — adorer, détester, espérer, penser — sont directement suivis de l’infinitif, sans préposition. Le livre oppose explicitement « J’espère partir » à la forme fautive avec de.",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,fr,,f5ae0af5-9863-51b3-973f-6e96989a3ea2,fdb8aa88-05b9-5110-ad6b-fc74023f44a5,7588c3ac-fd52-5e8f-95a5-7a065e69e200,HARD,0.70,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 37; printed p. 160; PDF p. 162,chatgpt-qb-runner-v1.0,,TAG023|TAG030,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B165-Q050,1,7a66cb3a-470c-4ae3-ae32-325cf327c9f9,L37,ffa4a61a-e05e-417b-a5e6-168c69de6a8f,L37-S05,,CONTRAST_RULES,"À la fin d’une journée chargée, quelle affirmation distingue correctement la construction ciblée des variantes fautives ? La guide du musée compare deux formulations pour éviter une ambiguïté. Le contexte oppose explicitement deux constructions lexicales apprises dans la même leçon.",fr,Un infinitif sujet doit toujours être précédé de de.,"Dans « Marcher est bon pour la santé », l’infinitif sujet apparaît sans préposition.",Un infinitif sujet doit toujours être précédé de à.,La préposition d’un infinitif sujet dépend du nombre du sujet.,fr,B,"Quand l’infinitif lui-même sert de sujet ou exprime une activité générale, il n’est pas précédé d’une préposition : « Marcher, courir, bouger est bon pour la santé. »",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,"Correct. Quand l’infinitif lui-même sert de sujet ou exprime une activité générale, il n’est pas précédé d’une préposition : « Marcher, courir, bouger est bon pour la santé. »",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,fr,dc47e5ff-43db-5a27-9a09-2a966c4a5dbb,,6f7a6d6a-ab84-5713-bc77-97e125a14e0e,805e93ad-2220-5cb3-82ae-d11014fb0a47,VERY_HARD,0.90,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 37; printed p. 160; PDF p. 162,chatgpt-qb-runner-v1.0,,TAG023|TAG030,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B166-Q001,1,7a66cb3a-470c-4ae3-ae32-325cf327c9f9,L37,a22f7994-4792-420b-bb49-d752095e75e7,L37-S01,,CLOZE_SINGLE,"Au laboratoire avant une démonstration, complétez : « Nous allons décider ___ reporter la réunion. » Quelle forme respecte la construction du livre ? La cheffe de projet relit la consigne avant de répondre.",fr,de,à,pour,∅ (aucune préposition),fr,A,"Plusieurs verbes courants imposent lexicalement « de + infinitif » : accepter de, arrêter de, décider de, essayer de, finir de, oublier de, refuser de, regretter de, rêver de, s’arrêter de, se dépêcher de.","Correct. Plusieurs verbes courants imposent lexicalement « de + infinitif » : accepter de, arrêter de, décider de, essayer de, finir de, oublier de, refuser de, regretter de, rêver de, s’arrêter de, se dépêcher de.",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,fr,,e36096be-b783-599a-9a6d-252704705116,50415b1c-ce1d-5610-b266-c14d6ea508cb,593ead56-d46f-5915-a1e7-3cc691cc91b5,MEDIUM,0.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 37; printed p. 160; PDF p. 162,chatgpt-qb-runner-v1.0,,TAG023|TAG030,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B166-Q002,1,7a66cb3a-470c-4ae3-ae32-325cf327c9f9,L37,43f5d0f3-32de-4e07-87d7-2f23f9fd82ba,L37-S02,,CLOZE_SINGLE,"Dans une association qui prépare un atelier, complétez : « Nous allons apprendre ___ conduire prudemment. » Quelle forme respecte la construction du livre ? Un participant attentif relit la consigne avant de répondre.",fr,de,à,∅ (aucune préposition),pour,fr,B,"Plusieurs verbes courants imposent lexicalement « à + infinitif » : apprendre à, aider quelqu’un à, arriver à, chercher à, commencer à, continuer à, hésiter à, inviter quelqu’un à, réussir à, se mettre à.",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,"Correct. Plusieurs verbes courants imposent lexicalement « à + infinitif » : apprendre à, aider quelqu’un à, arriver à, chercher à, commencer à, continuer à, hésiter à, inviter quelqu’un à, réussir à, se mettre à.",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,fr,463f84ab-4dd3-52f7-891b-b1dc9ae4fce0,,f37749e4-1c0a-571c-a2c9-af6363d36984,a8531911-41fe-514c-a4f5-e70ecdaa4df3,MEDIUM,0.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 37; printed p. 160; PDF p. 162,chatgpt-qb-runner-v1.0,,TAG023|TAG030,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B166-Q003,1,7a66cb3a-470c-4ae3-ae32-325cf327c9f9,L37,efee7130-8410-42d5-b69e-3236ccdea740,L37-S03,,CLOZE_SINGLE,"Lors d’un appel au service clientèle, complétez : « Nous allons être contents ___ retrouver nos amis. » Quelle forme respecte la construction du livre ? La conseillère du centre relit la consigne avant de répondre.",fr,à,pour,de,∅ (aucune préposition),fr,C,"Après certains adjectifs et noms on emploie souvent « de » (content de, heureux de, pressé de, envie de, peur de, habitude de), tandis que des constructions comme prêt à, habitué à, avoir du mal à, avoir tendance à exigent « à ».",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,"Correct. Après certains adjectifs et noms on emploie souvent « de » (content de, heureux de, pressé de, envie de, peur de, habitude de), tandis que des constructions comme prêt à, habitué à, avoir du mal à, avoir tendance à exigent « à ».",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,fr,19ef3561-b32d-5302-b285-3aec35a14491,2d29b163-0748-5be0-af0b-c913b1c28b6e,,fa050066-5bb3-5cc6-8bc4-5facbc86e0a0,MEDIUM,0.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 37; printed p. 160; PDF p. 162,chatgpt-qb-runner-v1.0,,TAG023|TAG030,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B166-Q004,1,7a66cb3a-470c-4ae3-ae32-325cf327c9f9,L37,e10a6148-3531-4d88-8de7-cebe4ef4a2ee,L37-S04,,CLOZE_SINGLE,"Dans un train pendant un trajet professionnel, complétez : « Nous allons adorer ___ cuisiner pour ses amis. » Quelle forme respecte la construction du livre ? Un collègue nouvellement recruté relit la consigne avant de répondre.",fr,de,à,pour,∅ (aucune préposition),fr,D,"Les verbes de goût ou de projet présentés ici — adorer, détester, espérer, penser — sont directement suivis de l’infinitif, sans préposition. Le livre oppose explicitement « J’espère partir » à la forme fautive avec de.",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,"Correct. Les verbes de goût ou de projet présentés ici — adorer, détester, espérer, penser — sont directement suivis de l’infinitif, sans préposition. Le livre oppose explicitement « J’espère partir » à la forme fautive avec de.",fr,f5ae0af5-9863-51b3-973f-6e96989a3ea2,fdb8aa88-05b9-5110-ad6b-fc74023f44a5,7588c3ac-fd52-5e8f-95a5-7a065e69e200,,MEDIUM,0.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 37; printed p. 160; PDF p. 162,chatgpt-qb-runner-v1.0,,TAG023|TAG030,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B166-Q005,1,7a66cb3a-470c-4ae3-ae32-325cf327c9f9,L37,ffa4a61a-e05e-417b-a5e6-168c69de6a8f,L37-S05,,CLOZE_SINGLE,"À la réception d’un centre sportif, complétez la règle appliquée à « Marcher est bon pour la santé » : devant l’infinitif sujet, on met ___. La responsable de l’accueil relit la consigne avant de répondre.",fr,aucune préposition,de,à,pour,fr,A,"Quand l’infinitif lui-même sert de sujet ou exprime une activité générale, il n’est pas précédé d’une préposition : « Marcher, courir, bouger est bon pour la santé. »","Correct. Quand l’infinitif lui-même sert de sujet ou exprime une activité générale, il n’est pas précédé d’une préposition : « Marcher, courir, bouger est bon pour la santé. »",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,fr,,dc47e5ff-43db-5a27-9a09-2a966c4a5dbb,6f7a6d6a-ab84-5713-bc77-97e125a14e0e,805e93ad-2220-5cb3-82ae-d11014fb0a47,HARD,0.70,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 37; printed p. 160; PDF p. 162,chatgpt-qb-runner-v1.0,,TAG023|TAG030,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B166-Q006,1,7a66cb3a-470c-4ae3-ae32-325cf327c9f9,L37,a22f7994-4792-420b-bb49-d752095e75e7,L37-S01,,CLOZE_CONTEXT,"Au cours d’une réunion de parents, une personne dit : « Je vais essayer ___ résoudre ce problème. » Quelle complétion est grammaticalement attendue ? Un membre du comité relit la consigne avant de répondre.",fr,à,de,∅,pour,fr,B,"Plusieurs verbes courants imposent lexicalement « de + infinitif » : accepter de, arrêter de, décider de, essayer de, finir de, oublier de, refuser de, regretter de, rêver de, s’arrêter de, se dépêcher de.",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,"Correct. Plusieurs verbes courants imposent lexicalement « de + infinitif » : accepter de, arrêter de, décider de, essayer de, finir de, oublier de, refuser de, regretter de, rêver de, s’arrêter de, se dépêcher de.",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,fr,e36096be-b783-599a-9a6d-252704705116,,50415b1c-ce1d-5610-b266-c14d6ea508cb,593ead56-d46f-5915-a1e7-3cc691cc91b5,EASY,0.20,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 37; printed p. 160; PDF p. 162,chatgpt-qb-runner-v1.0,,TAG023|TAG030,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B166-Q007,1,7a66cb3a-470c-4ae3-ae32-325cf327c9f9,L37,43f5d0f3-32de-4e07-87d7-2f23f9fd82ba,L37-S02,,CLOZE_CONTEXT,"Dans un studio de radio avant une interview, une personne dit : « Je vais arriver ___ terminer à temps. » Quelle complétion est grammaticalement attendue ? La formatrice invitée relit la consigne avant de répondre.",fr,de,pour,à,∅ (aucune préposition),fr,C,"Plusieurs verbes courants imposent lexicalement « à + infinitif » : apprendre à, aider quelqu’un à, arriver à, chercher à, commencer à, continuer à, hésiter à, inviter quelqu’un à, réussir à, se mettre à.",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,"Correct. Plusieurs verbes courants imposent lexicalement « à + infinitif » : apprendre à, aider quelqu’un à, arriver à, chercher à, commencer à, continuer à, hésiter à, inviter quelqu’un à, réussir à, se mettre à.",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,fr,463f84ab-4dd3-52f7-891b-b1dc9ae4fce0,f37749e4-1c0a-571c-a2c9-af6363d36984,,a8531911-41fe-514c-a4f5-e70ecdaa4df3,MEDIUM,0.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 37; printed p. 160; PDF p. 162,chatgpt-qb-runner-v1.0,,TAG023|TAG030,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B166-Q008,1,7a66cb3a-470c-4ae3-ae32-325cf327c9f9,L37,efee7130-8410-42d5-b69e-3236ccdea740,L37-S03,,CLOZE_CONTEXT,"Pendant une formation de premiers secours, une personne dit : « Je vais être heureux ___ recevoir cette nouvelle. » Quelle complétion est grammaticalement attendue ? Un usager du service relit la consigne avant de répondre.",fr,à,∅,pour,de,fr,D,"Après certains adjectifs et noms on emploie souvent « de » (content de, heureux de, pressé de, envie de, peur de, habitude de), tandis que des constructions comme prêt à, habitué à, avoir du mal à, avoir tendance à exigent « à ».",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,"Correct. Après certains adjectifs et noms on emploie souvent « de » (content de, heureux de, pressé de, envie de, peur de, habitude de), tandis que des constructions comme prêt à, habitué à, avoir du mal à, avoir tendance à exigent « à ».",fr,19ef3561-b32d-5302-b285-3aec35a14491,2d29b163-0748-5be0-af0b-c913b1c28b6e,fa050066-5bb3-5cc6-8bc4-5facbc86e0a0,,MEDIUM,0.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 37; printed p. 160; PDF p. 162,chatgpt-qb-runner-v1.0,,TAG023|TAG030,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B166-Q009,1,7a66cb3a-470c-4ae3-ae32-325cf327c9f9,L37,e10a6148-3531-4d88-8de7-cebe4ef4a2ee,L37-S04,,CLOZE_CONTEXT,"Dans un bureau de poste très fréquenté, une personne dit : « Je vais détester ___ attendre longtemps. » Quelle complétion est grammaticalement attendue ? La coordinatrice locale relit la consigne avant de répondre.",fr,∅,à,de,pour,fr,A,"Les verbes de goût ou de projet présentés ici — adorer, détester, espérer, penser — sont directement suivis de l’infinitif, sans préposition. Le livre oppose explicitement « J’espère partir » à la forme fautive avec de.","Correct. Les verbes de goût ou de projet présentés ici — adorer, détester, espérer, penser — sont directement suivis de l’infinitif, sans préposition. Le livre oppose explicitement « J’espère partir » à la forme fautive avec de.",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,fr,,f5ae0af5-9863-51b3-973f-6e96989a3ea2,fdb8aa88-05b9-5110-ad6b-fc74023f44a5,7588c3ac-fd52-5e8f-95a5-7a065e69e200,MEDIUM,0.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 37; printed p. 160; PDF p. 162,chatgpt-qb-runner-v1.0,,TAG023|TAG030,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B166-Q010,1,7a66cb3a-470c-4ae3-ae32-325cf327c9f9,L37,ffa4a61a-e05e-417b-a5e6-168c69de6a8f,L37-S05,,CLOZE_CONTEXT,"À la sortie d’un spectacle, l’animateur formule une idée générale : « ___ permet de garder une bonne routine. » Choisissez l’infinitif sujet sans préposition. Un étudiant en échange relit la consigne avant de répondre.",fr,De lire,Lire,À lire,Pour lire,fr,B,"Quand l’infinitif lui-même sert de sujet ou exprime une activité générale, il n’est pas précédé d’une préposition : « Marcher, courir, bouger est bon pour la santé. »",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,"Correct. Quand l’infinitif lui-même sert de sujet ou exprime une activité générale, il n’est pas précédé d’une préposition : « Marcher, courir, bouger est bon pour la santé. »",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,fr,dc47e5ff-43db-5a27-9a09-2a966c4a5dbb,,6f7a6d6a-ab84-5713-bc77-97e125a14e0e,805e93ad-2220-5cb3-82ae-d11014fb0a47,HARD,0.70,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 37; printed p. 160; PDF p. 162,chatgpt-qb-runner-v1.0,,TAG023|TAG030,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B166-Q011,1,7a66cb3a-470c-4ae3-ae32-325cf327c9f9,L37,a22f7994-4792-420b-bb49-d752095e75e7,L37-S01,,CLOZE_CONTEXT,"Au sein d’une équipe qui prépare un rapport, une personne dit : « Je vais finir ___ rédiger le rapport. » Quelle complétion est grammaticalement attendue ? La cheffe de projet justifie son choix en une phrase.",fr,à,∅,de,pour,fr,C,"Plusieurs verbes courants imposent lexicalement « de + infinitif » : accepter de, arrêter de, décider de, essayer de, finir de, oublier de, refuser de, regretter de, rêver de, s’arrêter de, se dépêcher de.",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,"Correct. Plusieurs verbes courants imposent lexicalement « de + infinitif » : accepter de, arrêter de, décider de, essayer de, finir de, oublier de, refuser de, regretter de, rêver de, s’arrêter de, se dépêcher de.",Incorrect. Cette option applique une préposition ou une structure qui ne correspond pas à la rection ciblée dans ce contexte.,fr,e36096be-b783-599a-9a6d-252704705116,50415b1c-ce1d-5610-b266-c14d6ea508cb,,593ead56-d46f-5915-a1e7-3cc691cc91b5,HARD,0.70,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 37; printed p. 160; PDF p. 162,chatgpt-qb-runner-v1.0,,TAG023|TAG030,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
