schema_version,external_id,question_revision,lesson_id,lesson_code,subtopic_id,subtopic_code,secondary_subtopic_ids,question_type,stem,stem_locale,option_a,option_b,option_c,option_d,option_locale,correct_option,full_explanation,explanation_a,explanation_b,explanation_c,explanation_d,explanation_locale,misconception_a_id,misconception_b_id,misconception_c_id,misconception_d_id,difficulty,difficulty_score_initial,difficulty_model_version,status,source_type,source_ref,author_id,reviewer_id,tags,media_type,media_uri,media_alt_text,media_transcript,media_source_ref,taxonomy_version,question_type_catalogue_version,compatibility_version,distractor_rules_version,content_version
question-import-schema-v0.9.0,GMP-FULL-B129-Q011,1,0259af3a-8df3-4f28-ad02-62a99368c409,L29,acba2620-92ec-40b2-a2e7-bdccc5dc76f8,L29-S04,,CLOZE_CONTEXT,"Contexte : Éric est pour le projet, mais Nadia est contre. On veut mettre Nadia en contraste : « __, elle est contre. »",fr-FR,Sa,Elle,La,Lui,fr-FR,B,Le pronom tonique « elle » peut être détaché en tête pour renforcer et opposer le sujet.,"Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.",Le pronom tonique « elle » peut être détaché en tête pour renforcer et opposer le sujet.,"Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.",fr-FR,a07f23e5-a8de-5818-a19c-7e27f29c226e,,2371e1b5-c470-5e6b-bc1a-71a1080dbd0a,ddec67d6-6130-5d13-855b-da2d4c12ceae,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 29; printed p. 132,chatgpt-qb-runner-v1.0,,TAG020|TAG023,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B129-Q012,1,0259af3a-8df3-4f28-ad02-62a99368c409,L29,5465e03e-910b-49cb-8e8b-355d78f2c887,L29-S02,,CLOZE_CONTEXT,Contexte : Les enfants restent chez leurs grands-parents. Les parents disent : « Ils restent chez __ jusqu’à dimanche. »,fr-FR,ils,les,leur,eux,fr-FR,D,"Après « chez » pour désigner des personnes, on emploie « eux ».","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Après « chez » pour désigner des personnes, on emploie « eux ».",fr-FR,632f6f50-3100-5a2b-b572-1e49e9ef84e0,628ba52b-5f66-5ee4-8791-22caee4929ec,319879e0-2634-5d51-9976-8302d8b01d1a,,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 29; printed p. 132,chatgpt-qb-runner-v1.0,,TAG020|TAG023,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B129-Q013,1,0259af3a-8df3-4f28-ad02-62a99368c409,L29,acba2620-92ec-40b2-a2e7-bdccc5dc76f8,L29-S04,,CLOZE_CONTEXT,"Contexte : Deux personnes refusent l’offre. L’une dit « Pas moi », puis désigne son compagnon : « et pas __ non plus ».",fr-FR,lui,il,le,son,fr-FR,A,"Après « pas » et dans une coordination contrastive, on emploie le pronom tonique « lui ».","Après « pas » et dans une coordination contrastive, on emploie le pronom tonique « lui ».","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.",fr-FR,,a07f23e5-a8de-5818-a19c-7e27f29c226e,2371e1b5-c470-5e6b-bc1a-71a1080dbd0a,ddec67d6-6130-5d13-855b-da2d4c12ceae,VERY_HARD,3.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 29; printed p. 132,chatgpt-qb-runner-v1.0,,TAG020|TAG023,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B129-Q014,1,0259af3a-8df3-4f28-ad02-62a99368c409,L29,5465e03e-910b-49cb-8e8b-355d78f2c887,L29-S02,,CORRECT_SENTENCE,"Parmi ces phrases, laquelle emploie correctement un pronom après la préposition « sans » ?",fr-FR,Nous les partons sans.,Nous partons sans leur.,Nous partons sans eux.,Nous partons sans ils.,fr-FR,C,"Après « sans », le groupe de personnes se reprend par le pronom tonique « eux ».","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Après « sans », le groupe de personnes se reprend par le pronom tonique « eux ».","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.",fr-FR,632f6f50-3100-5a2b-b572-1e49e9ef84e0,628ba52b-5f66-5ee4-8791-22caee4929ec,,319879e0-2634-5d51-9976-8302d8b01d1a,MEDIUM,2.10,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 29; printed p. 132,chatgpt-qb-runner-v1.0,,TAG020|TAG023,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B129-Q015,1,0259af3a-8df3-4f28-ad02-62a99368c409,L29,45d4d31b-b955-4ae5-b375-b88d7cfedf95,L29-S03,,CORRECT_SENTENCE,On identifie le propriétaire d’un sac. Quelle réponse respecte la construction avec « c’est » ?,fr-FR,C’est son.,C’est lui.,C’est il.,C’est le.,fr-FR,B,La structure d’identification est « c’est + pronom tonique » : « C’est lui. »,"Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.",La structure d’identification est « c’est + pronom tonique » : « C’est lui. »,"Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.",fr-FR,740cb209-b87a-58fe-9020-dda9f4bb2e19,,337916b0-380a-5ae6-800c-c844379d659d,0b2c9f01-3796-58b2-9bde-360b8d9845b3,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 29; printed p. 132,chatgpt-qb-runner-v1.0,,TAG020|TAG023,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B129-Q016,1,0259af3a-8df3-4f28-ad02-62a99368c409,L29,acba2620-92ec-40b2-a2e7-bdccc5dc76f8,L29-S04,,CORRECT_SENTENCE,Quelle phrase marque correctement un contraste entre deux sujets ?,fr-FR,"Me, je préfère rester ; le, il veut sortir.",Je moi préfère rester ; il lui veut sortir.,"Mon, je préfère rester ; son, il veut sortir.","Moi, je préfère rester ; lui, il veut sortir.",fr-FR,D,Le pronom tonique détaché peut renforcer chaque sujet : « moi » puis « lui ».,"Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.",Le pronom tonique détaché peut renforcer chaque sujet : « moi » puis « lui ».,fr-FR,a07f23e5-a8de-5818-a19c-7e27f29c226e,2371e1b5-c470-5e6b-bc1a-71a1080dbd0a,ddec67d6-6130-5d13-855b-da2d4c12ceae,,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 29; printed p. 132,chatgpt-qb-runner-v1.0,,TAG020|TAG023,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B129-Q017,1,0259af3a-8df3-4f28-ad02-62a99368c409,L29,ab16147b-2958-467e-b95b-ab532ce6c812,L29-S01,,INCORRECT_SENTENCE,Dans quelle phrase la forme tonique correspondant au sujet est-elle incorrecte ?,fr-FR,"Ils restent, ils.","Elle attend, elle.","Je pars, moi.","Tu viens, toi.",fr-FR,A,"Après détachement, « ils » correspond au pronom tonique « eux », pas « ils ».","Après détachement, « ils » correspond au pronom tonique « eux », pas « ils ».","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.",fr-FR,,9235d1cc-3a5d-56c1-867a-4a5cf23b7a7d,4c088667-7ee2-523c-8bc4-92d3aa172eab,94a7d79b-961b-5c15-bea4-6334dc1baedf,MEDIUM,2.10,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 29; printed p. 132,chatgpt-qb-runner-v1.0,,TAG020|TAG023,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B129-Q018,1,0259af3a-8df3-4f28-ad02-62a99368c409,L29,5465e03e-910b-49cb-8e8b-355d78f2c887,L29-S02,,INCORRECT_SENTENCE,Laquelle enfreint la règle du pronom après une préposition ?,fr-FR,Nous allons chez lui.,Tu pars sans elle.,Ils viennent avec ils.,Elle travaille avec moi.,fr-FR,C,"Après « avec », il faut un pronom tonique : « eux », et non le pronom sujet « ils ».","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Après « avec », il faut un pronom tonique : « eux », et non le pronom sujet « ils ».","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.",fr-FR,632f6f50-3100-5a2b-b572-1e49e9ef84e0,628ba52b-5f66-5ee4-8791-22caee4929ec,,319879e0-2634-5d51-9976-8302d8b01d1a,MEDIUM,2.10,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 29; printed p. 132,chatgpt-qb-runner-v1.0,,TAG020|TAG023,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B129-Q019,1,0259af3a-8df3-4f28-ad02-62a99368c409,L29,45d4d31b-b955-4ae5-b375-b88d7cfedf95,L29-S03,,INCORRECT_SENTENCE,Quelle réponse est mal formée pour identifier une personne après « c’est » ?,fr-FR,C’est toi.,C’est il.,C’est elle.,C’est moi.,fr-FR,B,"Après « c’est », on dit « c’est lui », pas « c’est il ».","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Après « c’est », on dit « c’est lui », pas « c’est il ».","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.",fr-FR,740cb209-b87a-58fe-9020-dda9f4bb2e19,,337916b0-380a-5ae6-800c-c844379d659d,0b2c9f01-3796-58b2-9bde-360b8d9845b3,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 29; printed p. 132,chatgpt-qb-runner-v1.0,,TAG020|TAG023,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B129-Q020,1,0259af3a-8df3-4f28-ad02-62a99368c409,L29,acba2620-92ec-40b2-a2e7-bdccc5dc76f8,L29-S04,,INCORRECT_SENTENCE,Quelle réplique utilise une forme non tonique là où « aussi » exige ici un pronom autonome ?,fr-FR,Moi aussi.,Lui aussi.,Elle aussi.,Je aussi.,fr-FR,D,"Dans une réponse autonome avec « aussi », on emploie « moi », pas « je ».","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Dans une réponse autonome avec « aussi », on emploie « moi », pas « je ».",fr-FR,a07f23e5-a8de-5818-a19c-7e27f29c226e,2371e1b5-c470-5e6b-bc1a-71a1080dbd0a,ddec67d6-6130-5d13-855b-da2d4c12ceae,,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 29; printed p. 132,chatgpt-qb-runner-v1.0,,TAG020|TAG023,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B129-Q021,1,0259af3a-8df3-4f28-ad02-62a99368c409,L29,ab16147b-2958-467e-b95b-ab532ce6c812,L29-S01,,INCORRECT_SENTENCE,"Dans une règle générale avec « tout le monde », quelle phrase contient le mauvais pronom de référence ?",fr-FR,Tout le monde doit penser à lui.,Tout le monde doit penser à soi.,On doit prendre soin de soi.,Chacun travaille pour soi.,fr-FR,A,"Pour une référence générale à « tout le monde/on/chacun », le livre associe « soi » plutôt qu’un « lui » référant à une personne précise.","Pour une référence générale à « tout le monde/on/chacun », le livre associe « soi » plutôt qu’un « lui » référant à une personne précise.","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.","Ce choix confond la forme tonique avec une forme sujet, objet ou un référent incompatible avec ce contexte.",fr-FR,,9235d1cc-3a5d-56c1-867a-4a5cf23b7a7d,4c088667-7ee2-523c-8bc4-92d3aa172eab,94a7d79b-961b-5c15-bea4-6334dc1baedf,VERY_HARD,3.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 29; printed p. 132,chatgpt-qb-runner-v1.0,,TAG020|TAG023,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
