catalogue_version,misconception_id,home_subtopic_id,home_subtopic_code,question_bank_scope,first_external_id,use_count,subtopic_codes_seen,family,name_fa,statement_fa,diagnostic_interpretation_fa,distractor_authoring_hint_fa,priority,status,empirical_commonness,evidence_examples,source_ref
question-bank-misconception-compatibility-v1.0.0,08437855-2da7-571f-8a27-0b3839946a9b,c45beaae-cca3-4a1a-91f8-a6c197c8ea1e,L50-S01,B224-B228,GMP-FULL-B224-Q001,29,L50-S01,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L50-S01,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B224–B228 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,نادرست است؛ این گزینه با قاعده یا نقش دستوریِ زیرموضوع هدف سازگار نیست. || نادرست است؛ با قاعده یا نقش دستوری زیرموضوع هدف سازگار نیست.,Question Bank B224-B228 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,b992b766-9ecc-55de-8aae-9e56aa502be3,5418211e-24f0-4b50-93c8-c2e1e96a9a2b,L50-S04,B224-B228,GMP-FULL-B224-Q004,29,L50-S04,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L50-S04,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B224–B228 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,نادرست است؛ این گزینه با قاعده یا نقش دستوریِ زیرموضوع هدف سازگار نیست. || نادرست است؛ با قاعده یا نقش دستوری زیرموضوع هدف سازگار نیست.,Question Bank B224-B228 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,77ca63a2-8de2-5490-93fd-a238d4235b07,75429c23-a1ff-40f2-a518-1a36346fcf5a,L50-S05,B224-B228,GMP-FULL-B224-Q005,30,L50-S05,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L50-S05,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B224–B228 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,نادرست است؛ این گزینه با قاعده یا نقش دستوریِ زیرموضوع هدف سازگار نیست. || نادرست است؛ با قاعده یا نقش دستوری زیرموضوع هدف سازگار نیست.,Question Bank B224-B228 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,92da5163-2a9b-5f64-a742-33c96033b621,75429c23-a1ff-40f2-a518-1a36346fcf5a,L50-S05,B224-B228,GMP-FULL-B224-Q005,30,L50-S05,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L50-S05,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B224–B228 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,نادرست است؛ این گزینه با قاعده یا نقش دستوریِ زیرموضوع هدف سازگار نیست. || نادرست است؛ با قاعده یا نقش دستوری زیرموضوع هدف سازگار نیست.,Question Bank B224-B228 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,dcca09d7-865b-5df2-8be5-44bf536146bb,75429c23-a1ff-40f2-a518-1a36346fcf5a,L50-S05,B224-B228,GMP-FULL-B224-Q005,30,L50-S05,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L50-S05,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B224–B228 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,نادرست است؛ این گزینه با قاعده یا نقش دستوریِ زیرموضوع هدف سازگار نیست. || نادرست است؛ با قاعده یا نقش دستوری زیرموضوع هدف سازگار نیست.,Question Bank B224-B228 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,0f770de3-ff04-5ea9-8529-0eabb6ee94f2,546204e9-92ed-4d62-a96a-6d3b50fe32c4,L50-S06,B224-B228,GMP-FULL-B224-Q006,29,L50-S06,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L50-S06,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B224–B228 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,نادرست است؛ این گزینه با قاعده یا نقش دستوریِ زیرموضوع هدف سازگار نیست. || نادرست است؛ با قاعده یا نقش دستوری زیرموضوع هدف سازگار نیست.,Question Bank B224-B228 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,2a74d5ad-5ce5-5e30-a952-c09c245b155d,546204e9-92ed-4d62-a96a-6d3b50fe32c4,L50-S06,B224-B228,GMP-FULL-B224-Q006,29,L50-S06,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L50-S06,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B224–B228 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,نادرست است؛ این گزینه با قاعده یا نقش دستوریِ زیرموضوع هدف سازگار نیست. || نادرست است؛ با قاعده یا نقش دستوری زیرموضوع هدف سازگار نیست.,Question Bank B224-B228 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,e9755344-67c6-5869-b9d9-cc1d1e11782e,546204e9-92ed-4d62-a96a-6d3b50fe32c4,L50-S06,B224-B228,GMP-FULL-B224-Q006,29,L50-S06,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L50-S06,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B224–B228 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,نادرست است؛ این گزینه با قاعده یا نقش دستوریِ زیرموضوع هدف سازگار نیست. || نادرست است؛ با قاعده یا نقش دستوری زیرموضوع هدف سازگار نیست.,Question Bank B224-B228 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,0f369585-ef80-5c83-8141-558668d0f843,4ebdf28a-6f8e-46df-b903-4c94d64c211b,L50-S07,B224-B228,GMP-FULL-B224-Q007,29,L50-S07,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L50-S07,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B224–B228 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,نادرست است؛ این گزینه با قاعده یا نقش دستوریِ زیرموضوع هدف سازگار نیست. || نادرست است؛ با قاعده یا نقش دستوری زیرموضوع هدف سازگار نیست.,Question Bank B224-B228 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,642d3fd0-822c-55ba-b181-8ed70d8b54ec,4ebdf28a-6f8e-46df-b903-4c94d64c211b,L50-S07,B224-B228,GMP-FULL-B224-Q007,29,L50-S07,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L50-S07,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B224–B228 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,نادرست است؛ این گزینه با قاعده یا نقش دستوریِ زیرموضوع هدف سازگار نیست. || نادرست است؛ با قاعده یا نقش دستوری زیرموضوع هدف سازگار نیست.,Question Bank B224-B228 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,ef6981e0-1049-5c82-bc40-2efb140e30cf,4ebdf28a-6f8e-46df-b903-4c94d64c211b,L50-S07,B224-B228,GMP-FULL-B224-Q007,29,L50-S07,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L50-S07,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B224–B228 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,نادرست است؛ این گزینه با قاعده یا نقش دستوریِ زیرموضوع هدف سازگار نیست. || نادرست است؛ با قاعده یا نقش دستوری زیرموضوع هدف سازگار نیست.,Question Bank B224-B228 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,3d6d1fb0-d11d-5197-9480-25cb2e85e82d,06f987df-ddf0-4b70-a2e9-31866042a635,L50-S08,B224-B228,GMP-FULL-B224-Q008,29,L50-S08,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L50-S08,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B224–B228 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,نادرست است؛ این گزینه با قاعده یا نقش دستوریِ زیرموضوع هدف سازگار نیست. || نادرست است؛ با قاعده یا نقش دستوری زیرموضوع هدف سازگار نیست.,Question Bank B224-B228 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,60599a5b-715f-528e-8b45-bcb2f16b43a9,06f987df-ddf0-4b70-a2e9-31866042a635,L50-S08,B224-B228,GMP-FULL-B224-Q008,29,L50-S08,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L50-S08,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B224–B228 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,نادرست است؛ این گزینه با قاعده یا نقش دستوریِ زیرموضوع هدف سازگار نیست. || نادرست است؛ با قاعده یا نقش دستوری زیرموضوع هدف سازگار نیست.,Question Bank B224-B228 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
