catalogue_version,misconception_id,home_subtopic_id,home_subtopic_code,question_bank_scope,first_external_id,use_count,subtopic_codes_seen,family,name_fa,statement_fa,diagnostic_interpretation_fa,distractor_authoring_hint_fa,priority,status,empirical_commonness,evidence_examples,source_ref
question-bank-misconception-compatibility-v1.0.0,b858ea10-7591-56c2-82da-fff638df3c50,7579d8b6-2928-4465-8cbd-6d0b4f7ca84a,L10-S05,B042-B081,GMP-FULL-B042-Q006,28,L10-S05,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L10-S05,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B042–B081 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : « à côté de » indique une proximité immédiate, incompatible avec la distance donnée. || Incorrect : Le contexte exclut précisément la proximité immédiate d’un bâtiment voisin. || Incorrect : À 90 mètres, « près de » est cohérent ; à 4,8 kilomètres, « loin de » l’est aussi.",Question Bank B042-B081 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,0a789afb-97df-5312-a22c-89213fe454c5,7f509143-7930-4646-bf90-37ce52cf935d,L10-S01,B042-B081,GMP-FULL-B042-Q008,51,L10-S01,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L10-S01,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B042–B081 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : La leçon distingue les villes souvent sans article des pays qui se présentent généralement avec leur article. || Incorrect : L’article ne correspond pas au genre du nom « France ». || Incorrect : Le référent est singulier, pas pluriel.",Question Bank B042-B081 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,972d52e9-842f-533b-83a9-7cf984d80baf,e92221b8-33aa-4278-a380-ba4c39503dbc,L10-S02,B042-B081,GMP-FULL-B042-Q010,19,L10-S02,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L10-S02,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B042–B081 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,Incorrect : La règle de la leçon fait employer « en » devant un pays singulier commençant par une voyelle. || Incorrect : Le nom propre de personne n’est pas en cause. || Incorrect : Le nom du pays est correct ; c’est la préposition qui doit changer.,Question Bank B042-B081 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,0538507f-9f74-5108-9a03-d227500544be,5f70451b-f7fb-4f03-85f3-1c5ee59fbc3d,L10-S03,B042-B081,GMP-FULL-B042-Q011,50,L10-S03,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L10-S03,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B042–B081 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : La leçon donne la combinaison fixe « sur Internet ». || Incorrect : « à Internet » n’est pas la combinaison enseignée. || Incorrect : Pour ce média, la leçon retient « à la radio ».",Question Bank B042-B081 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,f9ab2a64-6ed7-5f34-a14b-b27502747ea3,7f509143-7930-4646-bf90-37ce52cf935d,L10-S01,B042-B081,GMP-FULL-B042-Q045,23,L10-S01;L10-S03,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L10-S01,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B042–B081 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,Incorrect : La leçon signale au contraire des articles avec les pays et même quelques exceptions parmi les villes. || نادرست: از یک نکتهٔ محدود، قاعدهٔ «همیشه بدون حرف تعریف» ساخته شده است. || Incorrect : la leçon fournit des contre-exemples aux deux généralisations.,Question Bank B042-B081 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,93cb014a-ad34-53cb-b6cf-8107327fc554,f02cdde5-524e-4d25-ae5c-c1c508cc5499,L11-S01,B042-B081,GMP-FULL-B047-Q001,19,L11-S01,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L11-S01,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B042–B081 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"« ont » correspond à « ils/elles », pas à « vous ». || « vous avez » est correct. || Le sujet pluriel « ils » est correct.",Question Bank B042-B081 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,abb68123-fe43-5448-abef-932f96b84efa,f02cdde5-524e-4d25-ae5c-c1c508cc5499,L11-S01,B042-B081,GMP-FULL-B047-Q001,21,L11-S01,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L11-S01,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B042–B081 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"« avons » correspond à « nous », pas à « vous ». || « as » correspond à « tu », pas à « vous ». || « j’ai » est correct avec « je ».",Question Bank B042-B081 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,2ccc8b0a-1850-5685-b068-75ef50fa1b1c,ba5c0ee7-791f-4e68-8eae-b280aa06fbd0,L11-S02,B042-B081,GMP-FULL-B047-Q002,19,L11-S02,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L11-S02,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B042–B081 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"« as » convient avec « tu », pas avec « mon neveu ». || « avoir » est le verbe attendu pour l’âge. || Le groupe d’âge est correct ; c’est le verbe qui doit changer.",Question Bank B042-B081 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,bf0797a0-9895-50ea-84ec-149e42d29f97,ba5c0ee7-791f-4e68-8eae-b280aa06fbd0,L11-S02,B042-B081,GMP-FULL-B047-Q002,19,L11-S02,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L11-S02,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B042–B081 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"En français, l’âge se construit avec « avoir », pas avec « être ». || L’âge se construit correctement avec « avoir ». || L’adjectif « jeune » convient avec « être ».",Question Bank B042-B081 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,c903f03c-3c18-5e77-ab69-7f709b10df72,ba5c0ee7-791f-4e68-8eae-b280aa06fbd0,L11-S02,B042-B081,GMP-FULL-B047-Q002,19,L11-S02,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L11-S02,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B042–B081 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,« ont » convient avec un sujet pluriel. || Le sujet pluriel est correctement suivi de « ont ». || « Il est jeune » est correct : « être » introduit ici un adjectif.,Question Bank B042-B081 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,1347d3f1-debd-5185-9c62-9ea91964fce9,c0efa701-3565-4361-8c0a-725c466f0635,L11-S03,B042-B081,GMP-FULL-B047-Q003,19,L11-S03,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L11-S03,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B042–B081 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"« a » est singulier alors que le sujet est « ils ». || Avec « besoin », la leçon donne « vraiment besoin de ». || « ont » correspond à « ils/elles ».",Question Bank B042-B081 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,ba69b7e5-f23a-5b38-9f7c-cfc94aedebef,c0efa701-3565-4361-8c0a-725c466f0635,L11-S03,B042-B081,GMP-FULL-B047-Q003,19,L11-S03,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L11-S03,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B042–B081 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,« avons » correspond à « nous ». || « avoir mal au dos » est une expression correcte donnée dans la leçon. || « avez » correspond à « vous ».,Question Bank B042-B081 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,fc8236c0-2494-540f-a668-f91159a74391,c0efa701-3565-4361-8c0a-725c466f0635,L11-S03,B042-B081,GMP-FULL-B047-Q003,19,L11-S03,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L11-S03,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B042–B081 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"La sensation « faim » se construit avec « avoir », non avec « être ». || La leçon emploie « très » pour intensifier ces sensations. || « sommes » appartient à « être », alors que « faim » se construit ici avec « avoir ».",Question Bank B042-B081 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,58aede27-3c97-570c-b658-a2e17ac601cb,224a9f05-eed1-4723-9c9b-c985ec49398e,L11-S04,B042-B081,GMP-FULL-B047-Q004,19,L11-S04,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L11-S04,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B042–B081 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,Le modèle de la leçon emploie l’article défini pour une caractéristique physique : « les yeux ». || La caractéristique physique avec nom puis adjectif prend ici l’article défini. || La description de cette caractéristique suit le modèle « avoir + les yeux… ».,Question Bank B042-B081 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
